headline,date,caption,url
Capt Amarinder seeks joint action plan with Army to strengthen Tendiwala embankment,25 Aug 2019 | 4:38 PM,CHANDIGARH: Punjab Chief Minister Captain Amarinder Singh on Sunday asked the Water Resources Department to work out a joint action plan with the army authorities to strengthen the embankment at Tendiwala village in Ferozepur district on the Indo-Pak border.,/news/punjab/capt-amarinder-seeks-joint-action-plan-with-army-to-strengthen-tendiwala-embankment/822677.html
CM surprised over non-inclusion of Punjab in list for flood-situation assessment,24 Aug 2019 | 9:46 PM,CHANDIGARH: Chief Minister Amarinder Singh on Saturday expressed surprise over Punjab not being included in the list of states identified for on-the-spot assessment of flood situation by an Inter-Ministerial Central Team (IMCT).,/news/punjab/cm-surprised-over-non-inclusion-of-punjab-in-list-for-flood-situation-assessment/822239.html
"Stuck between border fence, Sutlej, farmers losing hope",23 Aug 2019 | 7:05 AM,"FEROZEPUR: With hostile neighbour (Pakistan) on one side and the ravaging Sutlej on the other, farmers residing in villages along the India-Pakistan border here are seemingly caught between the proverbial “devil and the deep sea”.",/news/punjab/stuck-between-border-fence-sutlej-farmers-losing-hope/821300.html
"Farmers stare at losses, govt empty coffers",22 Aug 2019 | 6:59 AM,"CHANDIGARH: Even as the state remained on the edge, with almost 75,000 cusecs water being released by the BBMB, the government is grappling with the issue of compensating farmers, who have suffered losses worth crores.",/news/punjab/farmers-stare-at-losses-govt-empty-coffers/820671.html
Punjab CM writes to PM for Rs 1000 crore special flood relief package,21 Aug 2019 | 7:37 PM,CHANDIGARH: Punjab Chief Minister Capt Amarinder Singh on Wednesday wrote to Prime Minister Narendra Modi seeking a Rs 1000 crore special package to address the losses due to flooding in the state.,/news/punjab/punjab-cm-writes-to-pm-for-rs-1000-crore-special-flood-relief-package/820655.html
Army helicopters provide food packets in flood-hit areas of Jalandhar,21 Aug 2019 | 12:23 PM,LOHIAN: Helicopters of the Army were pressed into service on Wednesday to provide packets in flood-hit villages of Punjab''s Jalandhar district as they remain inundated because of breaches in the earthen embankments of the Sutlej river.,/news/punjab/army-helicopters-provide-food-packets-in-flood-hit-areas-of-jalandhar/820609.html
Standing crops hit; farmers seek damages,20 Aug 2019 | 6:59 AM,LUDHIANA:Incessant rains in the last few days have thrown life out of gear in the region.,/news/punjab/standing-crops-hit-farmers-seek-damages/819846.html
"Bhakra reservoir full, more discharge on way",20 Aug 2019 | 6:55 AM,"CHANDIGARH:With water in rivulets that merge into the Sutlej downstream of the Bhakra Dam subsiding and level in the dam’s reservoir exceeding its permissible limit, authorities at the Bhakra Beas Management Board (BBMB) have decided to increase the quantum of excess water being discharged fr",/news/punjab/bhakra-reservoir-full-more-discharge-on-way/819834.html
"Punjab on edge, rivers in spate",20 Aug 2019 | 6:55 AM,"CHANDIGARH:As Punjab struggled to brace the onslaught of water from the swollen Sutlej and its tributaries, breaching river protection at several places and inundating hundreds of acres of agricultural land, the state government today declared the flood situation a natural calamity.",/news/punjab/punjab-on-edge-rivers-in-spate/819828.html
Over 60 Jalandhar villages inundated,20 Aug 2019 | 6:59 AM,MIANWAL/MAO SAHIB (PHILLAUR):Over 60 villages in Jalandhar and its periphery were flooded after breaches in the Beas and Sutlej today and thousands of acres of paddy fields were submerged after water released from the Ropar headworks made its way to the area.,/news/punjab/over-60-jalandhar-villages-inundated/819821.html
Ropar DC gives his number to distressed elderly woman in flood-affected area,19 Aug 2019 | 5:16 PM,"CHANDIGARH: In flood-affected Ropar, Deputy Commissioner Sumeet Jarangal went beyond the call of duty as he gave a distressed elderly woman—whose ‘kuccha’ house was washed by water—his contact number.",/news/punjab/ropar-dc-gives-his-number-to-distressed-elderly-woman-in-flood-affected-area/819784.html
"With water downstream subsiding, discharge from Bhakra to be stepped up",19 Aug 2019 | 3:11 PM,CHANDIGARH: Bhakra Beas Management Board (BBMB) will increase the quantum of discharge of water from the Bhakra Dam to ensure that the water level in the reservoir does not rise beyond the permissible limits.,/news/punjab/with-water-downstream-subsiding-discharge-from-bhakra-to-be-stepped-up/819774.html
"Flooding in several areas of Punjab, CM orders girdawari in Ropar",19 Aug 2019 | 9:41 AM,"JALANDHAR: There was a flood-like situation as a major breach was reported in the Dhussi bundh at four places in Bholewal, Meowal and two other places near Phillaur.",/news/punjab/flooding-in-several-areas-of-punjab-cm-orders-girdawari-in-ropar/819731.html
"Most rivers in spate, evacuation begins in 35 Ropar villages",19 Aug 2019 | 6:38 AM,"ROPAR: Following heavy rains in the region, dozens of villages in the district are flooded.",/news/punjab/most-rivers-in-spate-evacuation-begins-in-35-ropar-villages/819440.html
IMD says rain will weaken in 24 hours,18 Aug 2019 | 4:33 PM,NEW DELHI: The Indian Meteorological Department said rain will weaken in the region in 24 hours—a development that comes as a relief for several states in the north that have reported heavy flooding.,/news/punjab/imd-says-rain-will-weaken-in-24-hours/819318.html
"Budhki, Sarsa rivers in spate; admn orders evacuation of dozens of villages",18 Aug 2019 | 1:24 PM,"ROPAR: Following heavy rain in the state and neighbouring Himachal Pradesh, all the rivers and khuds in the district are in spate, inundating dozens of villages.",/news/punjab/budhki-sarsa-rivers-in-spate-admn-orders-evacuation-of-dozens-of-villages/819303.html
Threat looms over 85 Jalandhar villages,18 Aug 2019 | 6:56 AM,"JALANDHAR: With 40,000 cusecs of water released from the Bhakra Dam on Friday, a high alert has been sounded in 85 villages of the district by the banks of the Sutlej in view of the simultaneous constant rains.",/news/punjab/threat-looms-over-85-jalandhar-villages/819014.html
Punjab on alert as more Bhakra water on way,18 Aug 2019 | 6:33 AM,"CHANDIGARH: With heavy rains forecast in the region and the Bhakra Dam reservoir in Himachal Pradesh nearing its peak storage capacity, more water than usual is expected to be released from the dam.",/news/punjab/punjab-on-alert-as-more-bhakra-water-on-way/818918.html
Torrential rain lashes northern states; alert sounded in Punjab,17 Aug 2019 | 11:15 AM,"SHIMLA/JAIPUR: Heavy rain lashed northern states on Saturday, with an alert sounded in Punjab following release of excess water from Bhakra dam and the Chambal river in Rajasthan flowing 12 metre above the danger mark, while normalcy was slowly returning to flood-ravaged Kerala, where so far 113 pe",/news/punjab/torrential-rain-lashes-northern-states-alert-sounded-in-punjab/818855.html
"Reservoir to brim, Bhakra water released",17 Aug 2019 | 6:33 AM,"NANGAL:The floodgates of the Bhakra Dam were opened this afternoon, releasing 19,000 cusecs of water, after the reservoir touched the 1,674-foot mark amid forecast of heavy rain in the catchment area of the Sutlej, said the Bhakra Beas Management Board.",/news/punjab/reservoir-to-brim-bhakra-water-released/818475.html
Rain leaves trail of destruction in Muktsar,03 Aug 2019 | 6:56 AM,MUKTSAR: High-intensity winds followed by heavy rain caused massive destruction in Gidderbaha subdivision of the district on Thursday night.,/news/punjab/rain-leaves-trail-of-destruction-in-muktsar/812092.html
Will take up Ghaggar issue with Centre: CM,24 Jul 2019 | 6:58 AM,"SANGRUR: Blaming the Akalis for the control of seasonal rivulet Ghaggar going to the Central Water Commission (CWC), Chief Minister Captain Amarinder Singh today said he would meet Union ministers and officials to press for strengthening of the embankments of the river.",/news/punjab/will-take-up-ghaggar-issue-with-centre-cm/806748.html
Ghaggar flood: Capt urges Haryana to join hands; says relief after survey,23 Jul 2019 | 3:20 PM,SANGRUR/PATIALA: CM Capt Amarinder Singh said he would meet central ministers and officials to press for reinforcement of the embankments of the Ghaggar that had developed a breach.,/news/punjab/ghaggar-flood-capt-urges-haryana-to-join-hands-says-relief-after-survey/806555.html
"Crops over 21K acres hit, govt steps up relief ops",23 Jul 2019 | 6:55 AM,"SANGRUR: Days after a breach in the Ghaggar flooded many villages in the district, the authorities could only manage to plug three-fourths of the 100 ft breach.",/news/punjab/crops-over-21k-acres-hit-govt-steps-up-relief-ops/806121.html
Govt blames Haryana as it struggles to tame Ghaggar,22 Jul 2019 | 6:59 AM,CHANDIGARH: The state government has blamed Haryana for the damage caused in Patiala and Sangrur districts due to the overflowing Ghaggar.,/news/punjab/govt-blames-haryana-as-it-struggles-to-tame-ghaggar/805535.html
"Over 22,000 acres flooded in Muktsar",21 Jul 2019 | 6:46 AM,"MUKTSAR: A large number of farmers, belonging to 58 villages of Muktsar district, would be unable to reap any crop this season as rainwater has inundated fields in 22,862 acres.",/news/punjab/over-22-000-acres-flooded-in-muktsar/805106.html
Two found dead in minor,17 Jul 2019 | 7:05 AM,Muktsar: Two youths were found dead in a minor near Doda village in the  district on Monday night. One of the deceased has been identified as Shankar of Kotkapura town.,/news/punjab/two-found-dead-in-minor/803051.html
Fields in Moga flooded as Sutlej swells,17 Jul 2019 | 7:05 AM,SANGHERA (MOGA): Hundreds of acres of standing paddy crop and green fodder have been submerged in water in many villages/settlements located inside the dhusi bundh of the Sutlej in Dharamkot subdivision of the district as the water level in the river has increased due to moderate and heavy rainfall,/news/punjab/fields-in-moga-flooded-as-sutlej-swells/803033.html
"Use direct paddy seeding to save water, suggests study",15 Jul 2019 | 7:28 AM,"MOGA: Pushing for sustainable agriculture practices, the Union Government is carrying out a study with the help of the state Agriculture Department in Moga and its adjoining districts to substantiate the worth of directly sowing paddy without puddling the fields.",/news/punjab/use-direct-paddy-seeding-to-save-water-suggests-study/802069.html
"Pak drops pro-Khalistan activist Gopal Chawla, others from PSGPC",13 Jul 2019 | 6:37 PM,"JALANDHAR: Conceding to India’s demand, the Imran Khan-led Pakistan government has removed Khalistani supporter Gopal Singh Chawla from the top position of the Pakistan Sikh Gurdwara Parbandhak Committee (PSGPC) just a day before the crucial July 14 technical level talks to sort out and finalise ni",/news/punjab/pak-drops-pro-khalistan-activist-gopal-chawla-others-from-psgpc/801600.html
India to propose interim solution on bridge row,13 Jul 2019 | 6:47 AM,NEW DELHI:India will impress on Pakistan the need for a bridge over a creek in the path of the Kartarpur corridor in order to make pilgrimage to Gurdwara Nankana Sahib a round-the-year event.,/news/punjab/india-to-propose-interim-solution-on-bridge-row/801221.html
India wants bridge over creek in Kartarpur corridor path while Pak differs,12 Jul 2019 | 5:57 PM,NEW DELHI: India will impress on Pakistan the need for a bridge over a creek in the path of the Kartarpur corridor in order to make pilgrimage to Gurdwara Nankana Sahib a round-the-year event.,/news/punjab/india-wants-bridge-over-creek-in-kartarpur-corridor-path-while-pak-differs/801055.html
"India fully committed to Kartapur Sahib corridor, says MEA over Pakistan's allegations",11 Jul 2019 | 8:46 PM,NEW DELHI: The External Affairs Ministry said on Thursday India was fully committed to the Kartarpur Sahib corridor project and wanted the work to be completed expeditiously.,/news/punjab/india-fully-committed-to-kartapur-sahib-corridor-says-mea-over-pakistan-s-allegations/800554.html
"70% work done in Pak, India lagging: Minister",09 Jul 2019 | 6:44 AM,"CHANDIGARH: Cooperation and Jails Minister Sukhjinder Singh Randhawa claimed that Pakistan had completed more than 70 per cent of work, while India was still lagging behind with just about 30 per cent completion.",/news/punjab/70-work-done-in-pak-india-lagging-minister/799175.html
"Pak firm on causeway, likely to push deadline",05 Jul 2019 | 6:54 AM,"GURDASPUR: The Pakistan government’s insistence on constructing a causeway, instead of a bridge, on its side as a part of the Kartarpur corridor project may indefinitely push back the October 31 deadline to complete the project.",/news/punjab/pak-firm-on-causeway-likely-to-push-deadline/797199.html
Illegal mining poses threat to electricity supply in 150 villages,03 Jul 2019 | 6:51 AM,ROPAR: Mining mafia digging riverbed around power supply towers near Anandpur Sahib has put Electricity Department officials on toes.,/news/punjab/illegal-mining-poses-threat-to-electricity-supply-in-150-villages/796179.html
"Dargah in corridor way fake, removed",01 Jul 2019 | 7:03 AM,DERA BABA NANAK: The dargah spotted in the right of way (ROW) of the 3.6-km-long passage of the Kartarpur corridor has turned out to be fake.,/news/punjab/dargah-in-corridor-way-fake-removed/795215.html
"Gurdaspur village in troubled waters, courtesy caste divide",27 Jun 2019 | 6:43 AM,"GURDASPUR: Nearly 1,600 residents of Khojepur village, 3 km from here, are living in inhuman conditions as a sharp divide between Scheduled Caste Mashas and upper caste Jat Sikhs is keeping the issue of waterlogging simmering.",/news/punjab/gurdaspur-village-in-troubled-waters-courtesy-caste-divide/793515.html
Pak corridor road is not all-weather?,23 Jun 2019 | 6:32 AM,"NEW DELHI:While work on the Indian side of the much-awaited Kartarpur corridor is likely to be completed ahead of the October 31 deadline, officials today indicated the pilgrimage on the Pakistan side may see seasonal interruptions given the kind of infrastructure being raised there.",/news/punjab/pak-corridor-road-is-not-all-weather/791587.html
CM refutes Khaira’s charges,14 Jun 2019 | 6:57 AM,"CHANDIGARH:Refuting Sukhpal Singh Khaira’s allegations that the state canals were going dry while the government was releasing excess water to Pakistan, Chief Minister Capt Amarinder Singh on Thursday said surplus water was being discharged as a precautionary measure to prevent flooding in th",/news/punjab/cm-refutes-khaira-s-charges/787558.html
Release of water into Pakistan riles farmers,11 Jun 2019 | 6:59 AM,FEROZEPUR: The discharge of thousands of cusecs of water into Pakistan from the Hussainiwala headworks has ruffled the farming community ahead of the paddy-sowing season.,/news/punjab/release-of-water-into-pakistan-riles-farmers/786099.html
India-Pak corridor talks hit a bump,28 May 2019 | 6:53 AM,"GURDASPUR:The fourth “Technical Committee” meeting on the Kartapur corridor between India and Pakistan, which was held at Zero Line today, ended in a deadlock with India suggesting that a 800-metre bridge be built on the Ravi while the Pakistan delegation, fearing flooding during monsoo",/news/punjab/india-pak-corridor-talks-hit-a-bump/779230.html
Causeway or bridge? Kartarpur corridor hits roadblock,27 May 2019 | 3:25 PM,GURDASPUR: The 4th ‘Technical Committee’ meeting on the Kartarpur corridor held between senior Indian and Pakistani officials at zero line on Monday has hit the bridge-causeway roadblock.,/news/punjab/causeway-or-bridge-kartarpur-corridor-hits-roadblock/779066.html
"Kartarpur corridor on course, India-Pak technical meet held",17 Apr 2019 | 7:44 AM,DERA BABA NANAK:India and Pakistan today held their second technical meeting to discuss modalities for the Kartarpur corridor.,/news/punjab/kartarpur-corridor-on-course-india-pak-technical-meet-held/759421.html
They fear being homeless again,27 Feb 2019 | 6:49 AM,FEROZEPUR: Thousands of residents belonging to villages situated along the zero line in Punjab are apprehensive of being rendered homeless in the wake of escalating Indo-Pakistan tension.,/news/punjab/they-fear-being-homeless-again/735270.html
Start relining of canals before LS polls: NGO,25 Feb 2019 | 7:06 AM,ABOHAR: The Kisan Sangharsh Samiti (KSS) has urged the state and Rajasthan governments to initiate relining of the Sirhind and Rajasthan feeder before the upcoming Lok Sabha polls.,/news/punjab/start-relining-of-canals-before-ls-polls-ngo/734246.html
Centre grants Rs 825 crore for relining of Sirhind and Rajasthan feeder canals,26 Sep 2018 | 4:55 PM,"NEW DELHI: The central government on Wednesday approved financial assistance worth Rs 825 crore for relining of Sirhind and Rajasthan Feeder Canals to prevent flooding in Muktsar, Faridkot and Ferozpur in Punjab.",/news/punjab/centre-grants-rs-825-crore-for-relining-of-sirhind-and-rajasthan-feeder-canals/659137.html
Capt Amarinder Singh does aerial survey of flood-affected areas,26 Sep 2018 | 2:49 PM,CHANDIGARH/JALANDHAR: Chief Minister Capt Amarinder Singh on Wednesday undertook an aerial survey of the flood-affected areas around the Beas river in Punjab.,/news/punjab/capt-amarinder-singh-does-aerial-survey-of-flood-affected-areas/659125.html
No excess water to be released from Pong Dam,26 Sep 2018 | 1:53 AM,"CHANDIGARH: With the water level in the Pong Dam still a notch below the maximum permissible limit till this evening, no water will be released from the dam into the Beas river during the coming days, thereby allaying fears of possible flooding downstream.",/news/punjab/no-excess-water-to-be-released-from-pong-dam/658851.html
Sukhna gates shut after water recedes in Himachal rivers,25 Sep 2018 | 12:43 PM,"CHANDIGARH: Giving a break to three days of continuous rainfall, sunshine greeted people in most parts of Punjab and Haryana on Tuesday.",/news/punjab/sukhna-gates-shut-after-water-recedes-in-himachal-rivers/658592.html
"Punjab toll 3, many towns waterlogged",25 Sep 2018 | 1:59 AM,"CHANDIGARH: Three persons, including two children, were drowned on Monday as heavy rain continued for the third day across Punjab, leaving cities and towns waterlogged and paddy fields flattened in many areas.",/news/punjab/punjab-toll-3-many-towns-waterlogged/658361.html
Pong dam may release excess water,25 Sep 2018 | 1:59 AM,"CHANDIGARH: While the entire inflow owing to heavy rains in Himachal Pradesh has been contained at the Pong dam — on the rain-fed Beas — its spillways are expected to be opened in the next 48 hours to release excess water in a controlled manner, if rains continue.",/news/punjab/pong-dam-may-release-excess-water/658342.html
Food safety teams inspect rly stations,06 Aug 2018 | 2:03 AM,CHANDIGARH: Food safety teams conducted an inspection at several railway stations in the state in the wee hours of Sunday to check the supply of substandard khoya and paneer from neighbouring states.,/news/punjab/food-safety-teams-inspect-rly-stations/632753.html
"Rain pours misery in Malwa, 5 dead",05 Jul 2018 | 1:46 AM,"MUKTSAR: Heavy rain, accompanied by strong winds, claimed the lives of five persons, including three of a family, in Malout on Tuesday night.",/news/punjab/rain-pours-misery-in-malwa-5-dead/615378.html
Shahkot: Public issues take a backseat amid mud-slinging,21 May 2018 | 12:44 AM,"JALANDHAR: Amid allegations and counter-allegations between the two main parties, the SAD and the Congress, the real issues affecting residents of the bypoll-bound Shahkot Assembly constituency seem to have taken a backseat.",/news/punjab/shahkot-public-issues-take-a-backseat-amid-mud-slinging/592362.html
"Streets inundated, sewers blocked in Abohar colony",10 Apr 2018 | 1:41 AM,"ABOHAR: Most of the streets in Thakur Abadi, a slum area, are stinking as dirty water stands accumulated and washrooms in residential buildings are blocked.",/news/punjab/streets-inundated-sewers-blocked-in-abohar-colony/571577.html
e-auction: 16 of 51 mines get bidders,20 Feb 2018 | 2:08 AM,CHANDIGARH: Only 16 of the 51 sand quarries found successful bidders during the e-auction held today.,/news/punjab/e-auction-16-of-51-mines-get-bidders/546787.html
