headline,date,caption,url
Panel wants LS to take call on breach of privilege by Sukhbir,22 Aug 2019 | 6:59 AM,"CHANDIGARH: The Privileges Committee of the Punjab Vidhan Sabha wants the Lok Sabha to take a call in a case of breach of privilege by former Deputy Chief Minister and SAD chief Sukhbir Singh Badal, who has been held guilty of misleading the House during the 2018 monsoon session.",/news/punjab/panel-wants-ls-to-take-call-on-breach-of-privilege-by-sukhbir/820680.html
Residents on edge,21 Aug 2019 | 6:51 AM,"GIDDERPINDI (JALANDHAR): Flooded due to the swollen Sutlej, villages in Jalandhar and Kapurthala are still grappling with monsoon fury. Besides the villages where breaches took place — Mandala and Janian Chahar villages in Shahkot subdivision of Jalandhar and Sarupwal village of Kapurthala — around",/news/punjab/residents-on-edge/820209.html
"One month on, Muktsar village still swamped",21 Aug 2019 | 6:51 AM,"UDEKARAN (MUKTSAR): Over a month after the rain, which brought miseries to residents of Udekaran village on the outskirts of Muktsar town, nearly 45 families are yet to return to their houses.",/news/punjab/one-month-on-muktsar-village-still-swamped/820165.html
"Bhakra reservoir full, more discharge on way",20 Aug 2019 | 6:55 AM,"CHANDIGARH:With water in rivulets that merge into the Sutlej downstream of the Bhakra Dam subsiding and level in the dam’s reservoir exceeding its permissible limit, authorities at the Bhakra Beas Management Board (BBMB) have decided to increase the quantum of excess water being discharged fr",/news/punjab/bhakra-reservoir-full-more-discharge-on-way/819834.html
"Bhakra level dips, no more water discharge for now",19 Aug 2019 | 6:50 AM,"CHANDIGARH: After touching a 30-year-high on Sunday morning, inflows into the reservoir at Bhakra Dam in Himachal Pradesh began to subside later in the day.",/news/punjab/bhakra-level-dips-no-more-water-discharge-for-now/819446.html
IMD says rain will weaken in 24 hours,18 Aug 2019 | 4:33 PM,NEW DELHI: The Indian Meteorological Department said rain will weaken in the region in 24 hours—a development that comes as a relief for several states in the north that have reported heavy flooding.,/news/punjab/imd-says-rain-will-weaken-in-24-hours/819318.html
"Level in Pong Dam below average, more rain won’t harm",18 Aug 2019 | 6:56 AM,"CHANDIGARH: While the forecast of heavy rains in the region over the next few days poses a risk to life and property, it is also welcome news to the water management authorities as far as the Pong Dam is concerned.",/news/punjab/level-in-pong-dam-below-average-more-rain-won-t-harm/819013.html
Torrential rain lashes northern states; alert sounded in Punjab,17 Aug 2019 | 11:15 AM,"SHIMLA/JAIPUR: Heavy rain lashed northern states on Saturday, with an alert sounded in Punjab following release of excess water from Bhakra dam and the Chambal river in Rajasthan flowing 12 metre above the danger mark, while normalcy was slowly returning to flood-ravaged Kerala, where so far 113 pe",/news/punjab/torrential-rain-lashes-northern-states-alert-sounded-in-punjab/818855.html
Rains 15% below average in state,14 Aug 2019 | 7:05 AM,"CHANDIGARH: After remaining surplus for a brief period last month, the monsoon in Punjab has slipped noticeably below the long-term average with the deficit in rain being about 15 per cent.",/news/punjab/rains-15-below-average-in-state/817448.html
Concern over deficit rainfall in Fazilka,13 Aug 2019 | 7:02 AM,FAZILKA: Deficit rainfall has added to the woes of farmers who have already been facing crisis of clean irrigation water and are striving to protect their paddy crop due to scanty rainfall in the district.,/news/punjab/concern-over-deficit-rainfall-in-fazilka/817062.html
Cotton growers rent boom sprayers for pest control,13 Aug 2019 | 7:02 AM,"MOGA: With the advancement of technology, some progressive farmers in the Malwa belt of Punjab are using automatic boom sprayer machines to spray pesticides on cotton crop, which is more vulnerable to pest/insect attacks during the monsoon season.",/news/punjab/cotton-growers-rent-boom-sprayers-for-pest-control/817060.html
Rains in many parts of Punjab and Haryana,09 Aug 2019 | 3:11 PM,"CHANDIGARH: Many parts of Punjab and Haryana on Friday received light to moderate rains, which brought the mercury down by a few notches, according to the Meteorological Department officials here.",/news/punjab/rains-in-many-parts-of-punjab-and-haryana/815460.html
"Away from limelight since resigning, Sidhu inaugurates streetlight project",08 Aug 2019 | 9:31 PM,"AMRITSAR: Having stayed away from the limelight after his resignation as Punjab Cabinet minister last month, Congress leader Navjot Singh Sidhu on Thursday inaugurated a streetlight project in Amritsar East, his assembly constituency.",/news/punjab/away-from-limelight-since-resigning-sidhu-inaugurates-streetlight-project/814970.html
"Facing heat from MLAs, Amarinder swings into action",08 Aug 2019 | 6:52 AM,"CHANDIGARH: Amid resentment among Congress MLAs over handling of the sacrilege issue by the government and little being done to check the flourishing transport business of the Badals, Chief Minister Capt Amarinder Singh today chaired a meeting to review the progress of the case to challenge the CBI",/news/punjab/facing-heat-from-mlas-amarinder-swings-into-action/814568.html
Protesting Akalis ‘barred’ from entering Assembly,07 Aug 2019 | 6:51 AM,CHANDIGARH: Speaker Rana KP Singh today announced to conduct an inquiry into the allegations of Akalis MLAs who claimed that they were barred from entering the Vidhan Sabha just before the beginning of proceedings on the last day of the monsoon session.,/news/punjab/protesting-akalis-barred-from-entering-assembly/813893.html
"CBI report rocks House, Opposition walks out",06 Aug 2019 | 6:44 AM,"CHANDIGARH: The Shiromani Akali Dal, BJP and the Aam Aadmi Party (AAP) today cornered the ruling Congress on the issue of the CBI closure report on sacrilege issues. A number of Congress MLAs were absent when the issue cropped up on the second day of the monsoon session.",/news/punjab/cbi-report-rocks-house-opposition-walks-out/813422.html
"SAD, AAP disrupt Punjab Assembly on Bargari probe",05 Aug 2019 | 1:00 PM,CHANDIGARH: The Question Hour during the second sitting of the Punjab Assembly monsoon session on Monday was drowned amidst din over the Bargari sacrilege investigation.,/news/punjab/sad-aap-disrupt-punjab-assembly-on-bargari-probe/813341.html
Two Bills to be tabled as session resumes today,05 Aug 2019 | 7:07 AM,"CHANDIGARH: As the second day of the three-day monsoon session of the Punjab Vidhan Sabha resumes tomorrow, two bills — The Punjab Excise (Amendment) Bill, 2019, and the Maharaja Bhupinder Singh Punjab Sports University Bill, 2019, will be tabled as part of the legislative business.",/news/punjab/two-bills-to-be-tabled-as-session-resumes-today/812963.html
Capt seeks all parties’ support,03 Aug 2019 | 6:56 AM,CHANDIGARH: Chief Minister Capt Amarinder Singh today appealed to all political parties in Punjab to extended their support to the government for making the main event to mark the 550th celebrations of the birth anniversary of Guru Nanak a success.,/news/punjab/capt-seeks-all-parties-support/812098.html
Sutlej tributary floods dozen Ropar villages,03 Aug 2019 | 6:56 AM,"ANANDPUR SAHIB: Fields in nearly a dozen villages near the town were flooded when the water level in the Swan river, a tributary of the Sutlej, rose sharply due to heavy rains in the region on Friday.",/news/punjab/sutlej-tributary-floods-dozen-ropar-villages/812093.html
Rain leaves trail of destruction in Muktsar,03 Aug 2019 | 6:56 AM,MUKTSAR: High-intensity winds followed by heavy rain caused massive destruction in Gidderbaha subdivision of the district on Thursday night.,/news/punjab/rain-leaves-trail-of-destruction-in-muktsar/812092.html
Divided AAP struggles to keep its flock together,03 Aug 2019 | 6:56 AM,"CHANDIGARH: The principal Opposition party in the state, Aam Aadmi Party, is in a complete disarray.",/news/punjab/divided-aap-struggles-to-keep-its-flock-together/812081.html
Arora won’t accept TA/DA,03 Aug 2019 | 6:56 AM,CHANDIGARH: A state which has debt of Rs 2.29 lakh crore and scrapes the bottom of the barrel to run its day-to-day expenditure can ill-afford to waste Rs 70 lakh in a day.,/news/punjab/arora-won-t-accept-ta-da/812080.html
Punjab Assembly adjourned within minutes on day 1,02 Aug 2019 | 2:51 PM,CHANDIGARH: The Monsoon Session of the Punjab Vidhan Sabha began on Friday only to be adjourned within the 14 minutes of its functioning. The Punjab Assembly is now scheduled to meet on Monday.,/news/punjab/punjab-assembly-adjourned-within-minutes-on-day-1/811894.html
Navjot Sidhu allotted seat in 2nd row,02 Aug 2019 | 6:53 AM,"CHADIGARH: Even as speculations are rife over Navjot Sidhu not attending the monsoon session, the former Cabinet minister and Amritsar (East) MLA has been allocated a seat in the second row on the treasury benches, next to Ludhiana (North) MLA Rakesh Pandey.",/news/punjab/navjot-sidhu-allotted-seat-in-2nd-row/811371.html
"Session begins today, SAD yet to pick leader",02 Aug 2019 | 6:53 AM,"CHANDIGARH: Even as the five-day monsoon session of the Vidhan Sabha begins on Friday, the SAD is yet to elect the leader of its legislative party in the House. The post fell vacant when the incumbent leader and MLA from Jalalabad Sukhbir Badal resigned from the Vidhan Sabha in May this year follow",/news/punjab/session-begins-today-sad-yet-to-pick-leader/811369.html
Monsoon session of Punjab Assembly set to start on stormy note,01 Aug 2019 | 5:46 PM,"CHANDIGARH: The monsoon session of Punjab Assembly beginning from Friday is likely to witness fireworks with opposition parties gearing up to launch an offensive against the ruling Congress over a host of issues, including CBI''s closure report on sacrilege incidents, unemployment, hike in power ta",/news/punjab/monsoon-session-of-punjab-assembly-set-to-start-on-stormy-note/811338.html
‘2-day’ session to cost exchequer Rs 3.5 crore,01 Aug 2019 | 6:56 AM,"CHANDIGARH: Being convened after the Budget session in February, mainly to fulfill the requirement of having one session within six months, the “five-day” monsoon session of the state Assembly, which begins on Friday, will practically have only two sittings.",/news/punjab/-2-day-session-to-cost-exchequer-rs-3-5-crore/810883.html
Sports varsity to be named after CM’s grandfather,31 Jul 2019 | 7:08 AM,CHANDIGARH: Cabinet ministers led by Local Bodies Minister Brahm Mohindra “prevailed” upon Chief Minister Capt Amarinder Singh during today’s Cabinet meeting to name the upcoming Punjab Sports University at Patiala as Maharaja Bhupinder Singh Sports and Science University.,/news/punjab/sports-varsity-to-be-named-after-cm-s-grandfather/810379.html
"Cabinet meeting today, to discuss draft Bills",30 Jul 2019 | 6:54 AM,"CHANDIGARH: In the coming monsoon session of the state Vidhan Sabha beginning from August 2, the Capt Amarinder Singh-led government is expected to table two legislations — Punjab Land Leasing and Tenancy Bill and an amendment in regulatory mechanism in the current Excise Policy under the Punjab Ex",/news/punjab/cabinet-meeting-today-to-discuss-draft-bills/809886.html
5-day monsoon session of Punjab Vidhan Sabha from August 2,24 Jul 2019 | 4:59 PM,CHANDIGARH: The next monsoon session of the Punjab Vidhan Sabha would begin from August 2 to 6.,/news/punjab/5-day-monsoon-session-of-punjab-vidhan-sabha-from-august-2/807139.html
Monsoon session likely from Aug 2,24 Jul 2019 | 6:58 AM,CHANDIGARH: The Congress government has planned to hold the monsoon session of the Vidhan Sabha from August 2 to August 6.,/news/punjab/monsoon-session-likely-from-aug-2/806759.html
‘Missing’ Sidhu posters,22 Jul 2019 | 6:59 AM,"Bathinda: With former minister Navjot Singh Sidhu currently not active in the political scene, his “missing” posters have come up in the city.",/news/punjab/-missing-sidhu-posters/805575.html
Ministers visit rain-hit areas,22 Jul 2019 | 6:59 AM,"CHANDIGARH/NANGAL: Reviewing the relief works at rainfall-hit areas in Patiala and Sangrur districts, Punjab Water Resources Minister Sukhbinder Singh Sarkaria today said the government would soon end the flood menace of the Ghaggar, which created havoc in these two districts during monsoon.",/news/punjab/ministers-visit-rain-hit-areas/805537.html
Ghaggar breach destroys paddy,20 Jul 2019 | 6:57 AM,"SANGRUR:Efforts of the National Disaster Response Force (NDRF), Army and locals notwithstanding, only part of the Ghaggar breach — stretching 15 feet — near Phullad village in Sangrur has been plugged.",/news/punjab/ghaggar-breach-destroys-paddy/804677.html
"Post-rain, vegetable prices go north in Punjab, Haryana",19 Jul 2019 | 9:45 PM,"CHANDIGARH: Prices of vegetables such as tomato, peas and beans have surged sharply over the last one week in Haryana, Punjab and Chandigarh owing to supply crunch caused by heavy rain in the region.",/news/punjab/post-rain-vegetable-prices-go-north-in-punjab-haryana/804608.html
From deficit to 10% surplus rain in Punjab,17 Jul 2019 | 6:56 AM,"CHANDIGARH:Following widespread rains in the region over the past couple of days, the monsoon deficit in Punjab has been covered up, though the neighbouring states of Haryana and Himachal Pradesh continue to face a serious shortfall.",/news/punjab/from-deficit-to-10-surplus-rain-in-punjab/803143.html
Gushing Ghaggar floods Patiala villages,17 Jul 2019 | 7:05 AM,PATIALA: The water of the Ghaggar today crossed the danger mark and entered villages in Sanaur and Ghanaur areas of Patiala. It inundated freshly sown paddy on hundreds of acres in many villages.,/news/punjab/gushing-ghaggar-floods-patiala-villages/803050.html
"No atomic unit plan so far, says Capt",17 Jul 2019 | 7:05 AM,NEW DELHI: Chief Minister Capt Amarinder Singh on Tuesday said he was yet to receive any proposal from the Central government for establishment of atomic energy units at the Bathinda and Ropar power plants.,/news/punjab/no-atomic-unit-plan-so-far-says-capt/803024.html
Paddy crop on hundreds of acres submerged in Moga villages,16 Jul 2019 | 3:24 PM,SANGHERA: Hundreds of acres of standing paddy crop and green fodder have been submerged in many villages located inside the dhusi bandh of Sutlej river in Dharamkot sub-division of Moga district as the water level rose due to rain in the past 24 hours.,/news/punjab/paddy-crop-on-hundreds-of-acres-submerged-in-moga-villages/802986.html
"In Ropar, illegal mining takes toll on groundwater",15 Jul 2019 | 7:28 AM,"ROPAR: While the Centre has initiated the “Jal Shakti Abhiyan” for water conservation across the country on July 1, the illegal mining has already played havoc with the water table in the district, with the riverbed being dug up to more than 40 feet.",/news/punjab/in-ropar-illegal-mining-takes-toll-on-groundwater/802078.html
No flood threat as Pak agrees to build bridge,15 Jul 2019 | 7:28 AM,"With Pakistan finally agreeing to construct a 300-m-long bridge instead of a causeway till the International Border (IB), the threat of floods in Dera Baba Nanak town and its adjoining areas has subsided.",/news/punjab/no-flood-threat-as-pak-agrees-to-build-bridge/802075.html
India wants bridge over creek in Kartarpur corridor path while Pak differs,12 Jul 2019 | 5:57 PM,NEW DELHI: India will impress on Pakistan the need for a bridge over a creek in the path of the Kartarpur corridor in order to make pilgrimage to Gurdwara Nankana Sahib a round-the-year event.,/news/punjab/india-wants-bridge-over-creek-in-kartarpur-corridor-path-while-pak-differs/801055.html
Cut in coal supply costs state Rs 600 cr per year,12 Jul 2019 | 7:11 AM,CHANDIGARH: The Punjab government is suffering a loss of Rs 600 crore each year on account of the Union government’s policy of cutting down on the coal allocation to the state.,/news/punjab/cut-in-coal-supply-costs-state-rs-600-cr-per-year/800611.html
Rains cast shadow on corridor work,11 Jul 2019 | 6:55 AM,"With just 30 per cent of the work completed till yet and the monsoon setting in, there are reports that the October 31st deadline to complete the Kartarpur corridor project may be missed.",/news/punjab/rains-cast-shadow-on-corridor-work/800091.html
Flood fear looms large in villages along Ghaggar,08 Jul 2019 | 7:02 AM,"PATIALA: Before the onset of every monsoon, villagers residing along the banks of the Ghaggar, a seasonal river, ensure that they have enough stock of ration and drinking water in case of floods.",/news/punjab/flood-fear-looms-large-in-villages-along-ghaggar/798588.html
"Mining ops shut, sand prices soar",04 Jul 2019 | 7:02 AM,LUDHIANA: The government has stopped digging sand from riverbeds for the next three months from July 1 onwards.,/news/punjab/mining-ops-shut-sand-prices-soar/796824.html
Illegal mining poses threat to electricity supply in 150 villages,03 Jul 2019 | 6:51 AM,ROPAR: Mining mafia digging riverbed around power supply towers near Anandpur Sahib has put Electricity Department officials on toes.,/news/punjab/illegal-mining-poses-threat-to-electricity-supply-in-150-villages/796179.html
"Water levels in Bhakra, Pong dams high despite rain deficit",01 Jul 2019 | 11:31 PM,"CHANDIGARH:Water levels in the Bhakra and Pong dams in Himachal Pradesh on Monday were found to be sufficiently high compared to last year despite deficient rainfall in the region in June, officials said.",/news/punjab/water-levels-in-bhakra-pong-dams-high-despite-rain-deficit/795585.html
"Gurdaspur village in troubled waters, courtesy caste divide",27 Jun 2019 | 6:43 AM,"GURDASPUR: Nearly 1,600 residents of Khojepur village, 3 km from here, are living in inhuman conditions as a sharp divide between Scheduled Caste Mashas and upper caste Jat Sikhs is keeping the issue of waterlogging simmering.",/news/punjab/gurdaspur-village-in-troubled-waters-courtesy-caste-divide/793515.html
Farmers in Doaba unsure of sowing water-guzzling paddy,27 Jun 2019 | 6:43 AM,JALANDHAR: The depleting groundwater is making farmers wary of sowing water-guzzling paddy.,/news/punjab/farmers-in-doaba-unsure-of-sowing-water-guzzling-paddy/793506.html
"Monsoon round the corner, no funds for cleaning drains",20 Jun 2019 | 7:10 AM,SANGRUR: Lack of required funds for cleaning drains and seasonal rivulets before the rainy season may create problems in the district.,/news/punjab/monsoon-round-the-corner-no-funds-for-cleaning-drains/790251.html
"Pre-monsoon showers elude region, Punjab worst-hit",18 Jun 2019 | 6:47 AM,"CHANDIGARH:Overcast skies and intermittent showers notwithstanding, pre-monsoon rains in Punjab this year are deficient by 76 per cent so far, making it worst-hit state in the region and among top three across the country where rains have been sorely lacking.",/news/punjab/pre-monsoon-showers-elude-region-punjab-worst-hit/789367.html
Tanda villagers to get road after rains,13 Jun 2019 | 6:43 AM,"ROPAR: After The Tribune highlighted the plight of residents of Tanda village due to no road connectivity, Deputy Commissioner Sumeet Jarangal visited the village in the morning.",/news/punjab/tanda-villagers-to-get-road-after-rains/787098.html
"35 km from capital, no road leads to Ropar’s Tanda",12 Jun 2019 | 6:56 AM,"ROPAR:Tanda village in Ropar block is hardly 35 km from the state capital, but has no road connectivity.",/news/punjab/35-km-from-capital-no-road-leads-to-ropar-s-tanda/786596.html
Sluggish monsoon may spell trouble for farm sector,11 Jun 2019 | 4:25 PM,"NEW DELHI: Southwest monsoon this year has become a thing of concern for policymakers as it has not just been delayed by a week, but it is also likely to be sluggish and erratic, which may spell trouble for the farm sector.",/news/punjab/sluggish-monsoon-may-spell-trouble-for-farm-sector/786365.html
Release of water into Pakistan riles farmers,11 Jun 2019 | 6:59 AM,FEROZEPUR: The discharge of thousands of cusecs of water into Pakistan from the Hussainiwala headworks has ruffled the farming community ahead of the paddy-sowing season.,/news/punjab/release-of-water-into-pakistan-riles-farmers/786099.html
"Villagers claim crop damage by swelling Sutlej, admn denies",08 Jun 2019 | 7:18 AM,"SANGHERA (MOGA): Though the district administration has claimed that there is no loss to crops and properties in villages, people of Sanghera and its adjoining villages have alleged that their fields and houses located inside the Dhusi bundh has been inundated.",/news/punjab/villagers-claim-crop-damage-by-swelling-sutlej-admn-denies/784817.html
Want arms licence? Plant 10 saplings,06 Jun 2019 | 7:06 AM,"FEROZEPUR: If you want arms licence, you need to plant at least 10 saplings in order to get your application processed.",/news/punjab/want-arms-licence-plant-10-saplings/783609.html
Causeway or bridge? Kartarpur corridor hits roadblock,27 May 2019 | 3:25 PM,GURDASPUR: The 4th ‘Technical Committee’ meeting on the Kartarpur corridor held between senior Indian and Pakistani officials at zero line on Monday has hit the bridge-causeway roadblock.,/news/punjab/causeway-or-bridge-kartarpur-corridor-hits-roadblock/779066.html
"In poor shape, Balachaur school sees turnaround in just 26 days",23 Apr 2019 | 7:01 AM,"CHANDIGARH: It took just 26 days and a few good men to transform a “failing” Government Primary and Middle School at Sajawalpur near Balachaur into a much sought-after smart school, with nearly three-fold growth in the number of admissions this session.",/news/punjab/in-poor-shape-balachaur-school-sees-turnaround-in-just-26-days/762274.html
"Kartarpur corridor on course, India-Pak technical meet held",17 Apr 2019 | 7:44 AM,DERA BABA NANAK:India and Pakistan today held their second technical meeting to discuss modalities for the Kartarpur corridor.,/news/punjab/kartarpur-corridor-on-course-india-pak-technical-meet-held/759421.html
Work on bridge for island villages to begin today,16 Feb 2019 | 7:10 AM,"JALANDHAR: Set to provide a major relief to the residents of 16 island villages falling in the Mand area of Sultanpur Lodhi, the work to construct a permanent bridge to connect them to the mainland is set to start on Saturday.",/news/punjab/work-on-bridge-for-island-villages-to-begin-today/729611.html
Roads in Chappar Chhiri in bad shape,21 Jan 2019 | 7:07 AM,"MOHALI:While tall claims of improvement of Baba Banda Singh Bahadur Memorial site at Chappar Chhiri village are made every now and then, the condition of approach roads to the historic monument is pathetic.",/news/punjab/roads-in-chappar-chhiri-in-bad-shape/716794.html
Panel begins process to summon Sukhbir,05 Jan 2019 | 7:21 AM,CHANDIGARH: The Privileges Committee of the Punjab Vidhan Sabha has initiated the process to summon former Deputy Chief Minister Sukhbir Singh Badal for alleged breach of privilege after the Vidhan Sabha panel held the Akali Dal president guilty of misleading the House during the last monsoon sessi,/news/punjab/panel-begins-process-to-summon-sukhbir/708723.html
Daduwal seeks action against Sukhbir,18 Dec 2018 | 1:26 AM,BATHINDA:Parallel Jathedar of Takht Damdama Sahib Baljit Singh Daduwal today sought strict action against SAD president Sukhbir Singh Badal for “misleading” the Punjab Assembly regarding his alleged meeting with Chief Minister Capt Amarinder Singh before the tabling of the Justice Ranji,/news/punjab/daduwal-seeks-action-against-sukhbir/700075.html
Sukhbir guilty of misleading House: Report,15 Dec 2018 | 1:16 AM,CHANDIGARH: A Vidhan Sabha committee has held Akali Dal president Sukhbir Singh Badal guilty of misleading the House during the monsoon session.,/news/punjab/sukhbir-guilty-of-misleading-house-report/698597.html
"2-day session, Day 1: 11 minutes at  Rs 70 lakh",14 Dec 2018 | 2:02 AM,"CHANDIGARH:Initially proposed as a three-day Winter Session, the treasury benches in the Punjab Vidhan Sabha are learnt to have argued at the Business Advisory Council meeting that since there was no business that needed to be discussed, the length of the session be curtailed by a day and the sitti",/news/punjab/2-day-session-day-1-11-minutes-at-rs-70-lakh/698206.html
Pass resolution in Assembly in support of women's Bill: Rahul to Capt,09 Dec 2018 | 7:01 PM,"NEW DELHI: Congress president Rahul Gandhi has written to Punjab Chief Minister Amarinder Singh, urging his government in the state to pass a resolution calling on the Centre to pass the Women''s Reservation Bill.",/news/punjab/pass-resolution-in-assembly-in-support-of-women-s-bill-rahul-to-capt/695907.html
Gharials at home in Beas: Survey,26 Nov 2018 | 1:12 AM,"PATIALA: Almost a year after they were first released into the Beas, gharials have “finally adapted to the new surroundings”.",/news/punjab/gharials-at-home-in-beas-survey/688992.html
No system to regulate quality of cattle feed,13 Nov 2018 | 1:42 AM,"CHANDIGARH: Even as it has been scientifically proved that milk is getting contaminated due to pesticide-laden feed given to cattle, the state does not have any mechanism to regulate the quality of animal feed.",/news/punjab/no-system-to-regulate-quality-of-cattle-feed/682181.html
"Each year, paddy farce only grows worse",12 Nov 2018 | 2:40 AM,Paddy in Punjab is as fascinating a subject as it is debilitating. From being responsible for sucking dry the earth in the state; to completely taking over the farmers idea of agriculture; destroying the state government''s finances; and now even skewing the Centre''s food economy; it is a story of,/news/punjab/each-year-paddy-farce-only-grows-worse/681459.html
"Set up months ago, mining dept lacks staff",11 Oct 2018 | 1:26 AM,CHANDIGARH: The state government had set up a separate Department of Mines and Geology with much fanfare in April.,/news/punjab/set-up-months-ago-mining-dept-lacks-staff/666388.html
"Compensation for 2017 still due, fresh girdawari ordered",27 Sep 2018 | 3:51 AM,"SULTANPUR LODHI:Amidst complaints by farmers that they were yet to receive compensation for the crop loss assessed by the state government last year, Punjab Chief Minister Capt Amarinder Singh today",/news/punjab/compensation-for-2017-still-due-fresh-girdawari-ordered/659578.html
Govt tells farmers to drain out excess water from fields,26 Sep 2018 | 1:53 AM,"MOGA: The state Agriculture Department has advised farmers to drain out excess water from low-lying areas which got stagnated due to heavy rains in the past few days to prevent damage to cotton, paddy, maize and horticultural crops.",/news/punjab/govt-tells-farmers-to-drain-out-excess-water-from-fields/658871.html
State in excess rainfall category now,25 Sep 2018 | 1:23 AM,CHANDIGARH: The state witnessed widespread rain for the third consecutive day on Monday.,/news/punjab/state-in-excess-rainfall-category-now/658397.html
Monsoon normal in Punjab after 7 years,23 Sep 2018 | 12:49 AM,"CHANDIGARH:Thanks to the widespread rain on Saturday and a similar prediction for the next two days, Punjab is likely to finish this monsoon with normal rainfall.",/news/punjab/monsoon-normal-in-punjab-after-7-years/657428.html
"Sushma assured me draft on Kartarpur ready, would soon send letter to Pak: Sidhu",18 Sep 2018 | 12:11 PM,"CHANDIGARH: Rubbishing Harsimrat Badal’s claim on the Kartarpur corridor, Navjot Sidhu said Sushma Swaraj had assured him that the draft was ready and the letter would soon be sent to Pakistan.",/news/punjab/sushma-assured-me-draft-on-kartarpur-ready-would-soon-send-letter-to-pak-sidhu/654931.html
"Daduwal, Mand are Congress puppets: Sukhbir Badal",16 Sep 2018 | 2:03 PM,"FARIDKOT: Shiromani Akali Dal president Sukhbir Badal on Sunday accused radical Sikh preachers Baljit Singh Daduwal and Dhian Singh Mand of being “Congress puppets”, once again raking up an issue that rocked Punjab’s monsoon session.",/news/punjab/daduwal-mand-are-congress-puppets-sukhbir-badal/653799.html
"Outlet blocked, village turns pond",14 Sep 2018 | 1:37 AM,GURDASPUR: Khojepur is a village where epidemics occur frequently.,/news/punjab/outlet-blocked-village-turns-pond/652677.html
