headline,date,caption,url
Akalis for release of Sikh prisoners,18 Sep 2019 | 7:04 AM,CHANDIGARH: The SAD core committee  on Tuesday urged the Centre to order release of all Sikh prisoners who are languishing in different jails throughout the country despite having served their stipulated sentence.,/news/punjab/akalis-for-release-of-sikh-prisoners/834054.html
"Post floods, contamination threat looms over 35 villages",18 Sep 2019 | 7:04 AM,JALANDHAR/KAPURTHALA: “Eh paani koi naa peeve. Je koi peevega ya apne dangaran nu pilauga tan oh aap zimmedar hovega. (Do not drink this water. You or your animals should do so at your own risk) booms a gurdwara microphone at Chananwindi village in Kapurthala,/news/punjab/post-floods-contamination-threat-looms-over-35-villages/834045.html
"450 dengue cases reported, flood-hit areas vulnerable",17 Sep 2019 | 6:52 AM,"CHANDIGARH/ JALANDHAR: The number of dengue cases in the state has crossed the 400 mark. Out of these, around 300 cases have been reported in the past one month only. But the next two and half months are crucial, more so this year as the rain fury has left many villages in the state inundated.",/news/punjab/450-dengue-cases-reported-flood-hit-areas-vulnerable/833510.html
"Parties spar over drugs, economic slump",14 Sep 2019 | 7:00 AM,CHHAPAR (LUDHIANA): Leaders from various political parties traded charges at the political conferences organised during the Chhapar Mela in Ludhiana today.,/news/punjab/parties-spar-over-drugs-economic-slump/832152.html
"Jalandhar, Kapurthala losses pegged at Rs 526 cr",14 Sep 2019 | 7:00 AM,"JALANDHAR: Of the cumulative Rs 1,219.23 crore sought by the state as compensation for the recent floods, the collective losses of Jalandhar and Kapurthala districts were pegged at Rs 526 crore.",/news/punjab/jalandhar-kapurthala-losses-pegged-at-rs-526-cr/832145.html
200% duty hits cement importers hard,13 Sep 2019 | 7:13 AM,"AMRITSAR:Keeping in view its non-viability of the product, the cement importers have decided to forego their consignments stuck at the Integrated Check Post (ICP), Attari, for the past six months.",/news/punjab/200-duty-hits-cement-importers-hard/831690.html
NGO alleges meds stolen,13 Sep 2019 | 7:12 AM,"JALANDHAR: Members of NGO International Panthic Dal (IPD) have complained to civil surgeon Gurinder Kaur Chawla that their medicines, stored at a health camp at Mehrajwala village, were stolen and taken away to the central store of her office in Jalandhar.",/news/punjab/ngo-alleges-meds-stolen/831671.html
Fight over ration hits relief,13 Sep 2019 | 7:12 AM,JALANDHAR: The flood relief operations have been hit in the affected areas with some bogus beneficiaries attacking activists and volunteers over ration and other material.,/news/punjab/fight-over-ration-hits-relief/831670.html
State pitches for aid as Central team visits flood-affected areas,13 Sep 2019 | 7:12 AM,"CHANDIGARH/ROPAR: A seven-member inter-ministerial Central team, led by Anuj Sharma, Joint Secretary (CIS), Union Ministry of Home Affairs, met the top brass of Punjab Government at the ISB, Mohali, on Thursday.",/news/punjab/state-pitches-for-aid-as-central-team-visits-flood-affected-areas/831669.html
Flood-hit farmers to get 9k-quintal wheat seed,21 Oct 2019 | 7:12 AM,"JALANDHAR: In a major initiative aimed at providing succour to farmers of flood-affected villages in the district, the Punjab Government will distribute around 9,000 quintals of high-yielding varieties of wheat seeds to food growers free of cost.",/news/punjab/flood-hit-farmers-to-get-9k-quintal-wheat-seed/849947.html
Debt relief likely for flood-hit farmers,16 Oct 2019 | 6:52 AM,CHANDIGARH: The state government is mulling deferment of repayment of crop loans availed by farmers in flood-hit villages of Doaba and Malwa region by three years.,/news/punjab/debt-relief-likely-for-flood-hit-farmers/847607.html
"No wheat seed disbursal, farmers livid",14 Oct 2019 | 6:47 AM,JALANDHAR: The free of cost wheat seed disbursal in 13 villages of Kapurthala has been hit due to the election code of conduct for the Phagwara bypolls.,/news/punjab/no-wheat-seed-disbursal-farmers-livid/846770.html
Farmers in flood-affected areas to get free wheat seed,14 Oct 2019 | 6:47 AM,"MOGA: The state government will provide high-quality wheat crop seeds to flood-hit farmers in Moga, Jalandhar, Kapurthala, Ferozepur, Fazilka and other flood-affected districts for the upcoming rabi season.",/news/punjab/farmers-in-flood-affected-areas-to-get-free-wheat-seed/846749.html
Business sinks in mandis of flood-hit Lohian,11 Oct 2019 | 7:00 AM,"JALANDHAR: Major Singh (62) of Gidderpindi village visits the local mandi almost every day. He invariably chooses a quiet corner to sit. Owning four acres of land, he made good money last season. But this year, he has nothing to sell, his entire crop having been devoured by floods.",/news/punjab/business-sinks-in-mandis-of-flood-hit-lohian/845334.html
"No festive cheer, flood-hit areas grapple with gloom",10 Oct 2019 | 6:53 AM,JALANDHAR: Kala Singh (60) from Mundi Cholian village is embarrassed to admit in front of his granddaughters that this year he won’t be able to buy toys for them this Diwali.,/news/punjab/no-festive-cheer-flood-hit-areas-grapple-with-gloom/844861.html
Drone threat mustn’t be linked with Gurpurb: CM,04 Oct 2019 | 7:15 AM,NEW DELHI:Chief Minister Capt Amarinder Singh today said the state government was fully prepared to counter the resurgence of terror threat from Pakistan.,/news/punjab/drone-threat-mustn-t-be-linked-with-gurpurb-cm/842199.html
"Capt meets Modi, proposes canalisation of Punjab’s major rivers",03 Oct 2019 | 1:13 PM,NEW DELHI: Punjab CM Capt Amarinder Singh urged the Central Government to take up canalisation of the state’s three eastern rivers of the Indus water system as a national project.,/news/punjab/capt-meets-modi-proposes-canalisation-of-punjab-s-major-rivers/842061.html
No contamination in flood-hit areas,28 Sep 2019 | 6:59 AM,JALANDHAR: The groundwater tests in four of the flood-hit villages show no major contamination.,/news/punjab/no-contamination-in-flood-hit-areas/839260.html
Flood of troubles for ‘teacherless’ schools,22 Sep 2019 | 6:38 AM,"JALANDHAR: Students at Government Primary School, Mehrajwala, in Lohian block of the district have been badly affected ever since floods ravaged the area.",/news/punjab/flood-of-troubles-for-teacherless-schools/836127.html
Flood leaves white layer in fields of Muktsar,19 Sep 2019 | 6:54 AM,"MUKTSAR: After the dewatering work, a white layer called ‘shora’ (efflorescence) can be seen on the agricultural land in some parts of Muktsar district.",/news/punjab/flood-leaves-white-layer-in-fields-of-muktsar/834669.html
Akalis for release of Sikh prisoners,18 Sep 2019 | 7:04 AM,CHANDIGARH: The SAD core committee  on Tuesday urged the Centre to order release of all Sikh prisoners who are languishing in different jails throughout the country despite having served their stipulated sentence.,/news/punjab/akalis-for-release-of-sikh-prisoners/834054.html
"Post floods, contamination threat looms over 35 villages",18 Sep 2019 | 7:04 AM,JALANDHAR/KAPURTHALA: “Eh paani koi naa peeve. Je koi peevega ya apne dangaran nu pilauga tan oh aap zimmedar hovega. (Do not drink this water. You or your animals should do so at your own risk) booms a gurdwara microphone at Chananwindi village in Kapurthala,/news/punjab/post-floods-contamination-threat-looms-over-35-villages/834045.html
"450 dengue cases reported, flood-hit areas vulnerable",17 Sep 2019 | 6:52 AM,"CHANDIGARH/ JALANDHAR: The number of dengue cases in the state has crossed the 400 mark. Out of these, around 300 cases have been reported in the past one month only. But the next two and half months are crucial, more so this year as the rain fury has left many villages in the state inundated.",/news/punjab/450-dengue-cases-reported-flood-hit-areas-vulnerable/833510.html
"Parties spar over drugs, economic slump",14 Sep 2019 | 7:00 AM,CHHAPAR (LUDHIANA): Leaders from various political parties traded charges at the political conferences organised during the Chhapar Mela in Ludhiana today.,/news/punjab/parties-spar-over-drugs-economic-slump/832152.html
"Jalandhar, Kapurthala losses pegged at Rs 526 cr",14 Sep 2019 | 7:00 AM,"JALANDHAR: Of the cumulative Rs 1,219.23 crore sought by the state as compensation for the recent floods, the collective losses of Jalandhar and Kapurthala districts were pegged at Rs 526 crore.",/news/punjab/jalandhar-kapurthala-losses-pegged-at-rs-526-cr/832145.html
200% duty hits cement importers hard,13 Sep 2019 | 7:13 AM,"AMRITSAR:Keeping in view its non-viability of the product, the cement importers have decided to forego their consignments stuck at the Integrated Check Post (ICP), Attari, for the past six months.",/news/punjab/200-duty-hits-cement-importers-hard/831690.html
NGO alleges meds stolen,13 Sep 2019 | 7:12 AM,"JALANDHAR: Members of NGO International Panthic Dal (IPD) have complained to civil surgeon Gurinder Kaur Chawla that their medicines, stored at a health camp at Mehrajwala village, were stolen and taken away to the central store of her office in Jalandhar.",/news/punjab/ngo-alleges-meds-stolen/831671.html
Fight over ration hits relief,13 Sep 2019 | 7:12 AM,JALANDHAR: The flood relief operations have been hit in the affected areas with some bogus beneficiaries attacking activists and volunteers over ration and other material.,/news/punjab/fight-over-ration-hits-relief/831670.html
State pitches for aid as Central team visits flood-affected areas,13 Sep 2019 | 7:12 AM,"CHANDIGARH/ROPAR: A seven-member inter-ministerial Central team, led by Anuj Sharma, Joint Secretary (CIS), Union Ministry of Home Affairs, met the top brass of Punjab Government at the ISB, Mohali, on Thursday.",/news/punjab/state-pitches-for-aid-as-central-team-visits-flood-affected-areas/831669.html
"Punjab govt, centre team meet, to discuss flood damage in 11 districts",12 Sep 2019 | 1:54 PM,"CHANDIGARH: The Punjab government and inter-ministerial central team on Thursday, held a meeting to discussed damage caused due to floods in Punjab.",/news/punjab/punjab-govt-centre-team-meet-to-discuss-flood-damage-in-11-districts/831565.html
"Punjab govt, centre team meet, to discuss flood damage in 11 districts",12 Sep 2019 | 7:05 AM,"CHANDIGARH: The Punjab government and inter-ministerial central team on Thursday, held a meeting to discuss damage caused due to floods in Punjab.",/news/punjab/punjab-govt-centre-team-meet-to-discuss-flood-damage-in-11-districts/831226.html
PCS officers’ strike brings work to halt,12 Sep 2019 | 7:05 AM,CHANDIGARH: Punjab Civil Services (PCS) officers daylong pen-down strike on Wednesday in protest against the increase in the incidents of violence against them brought the work in government offices to a standstill.,/news/punjab/pcs-officers-strike-brings-work-to-halt/831197.html
PCS officers across Punjab observe pen-down strike,11 Sep 2019 | 1:03 PM,"CHANDIGARH: Punjab government’s functioning virtually came to a standstill on Wednesday as state civil service officers went on a pen-down strike, in protest against the increase in incidents of violence against them.",/news/punjab/pcs-officers-across-punjab-observe-pen-down-strike/831061.html
"Mid-terms on, students in flood-hit areas unaware",11 Sep 2019 | 6:48 AM,JALANDHAR: Exams could not be held in six primary schools and three upper primary schools in the flood-hit Lohian block today because of low attendance.,/news/punjab/mid-terms-on-students-in-flood-hit-areas-unaware/830769.html
Cong out to rob exchequer: SAD,11 Sep 2019 | 6:48 AM,"CHANDIGARH: The Shiromani Akali Dal (SAD) on Tuesday condemned the Congress government for burdening the state exchequer with the appointment of six legislators as advisers in the rank of ministers at a time when it was unable to give mid-day meals, SC scholarships, social welfare benefits, sugarca",/news/punjab/cong-out-to-rob-exchequer-sad/830756.html
Little efforts & a life saved,09 Sep 2019 | 7:07 AM,AMRITSAR: An elderly man was recently found lying in the bushes near Skatari Bagh area when a police team was patrolling the area.,/news/punjab/little-efforts-a-life-saved/829769.html
"Floods: Hope, relations washed away",09 Sep 2019 | 7:02 AM,"JALANDHAR: Floods have affected everything, including relations which are yet to be materialised. Marriage proposals, which were in process of finalisation or reached at almost final stage, were wiped out.",/news/punjab/floods-hope-relations-washed-away/829761.html
"Patiala residents blame faulty tiles, blocked drains",06 Sep 2019 | 7:41 AM,"PATIALA:Patiala faced a flood-like situation due to heavy rainfall on Thursday morning, for which residents blamed blocked nullahs, drains and haphazard installation of interlocked tiles.",/news/punjab/patiala-residents-blame-faulty-tiles-blocked-drains/828380.html
Central team to visit flood-affected areas,06 Sep 2019 | 7:41 AM,"CHANDIGARH:Acceding to the request of CM Capt Amarinder Singh, the Union Home Ministry has deputed an inter-ministerial Central team for a two-day visit to the state for an assessment of the situation in the wake of the recent floods.",/news/punjab/central-team-to-visit-flood-affected-areas/828361.html
Gurusar disburses Rs2.5 lakh in two villages,03 Sep 2019 | 6:44 AM,MUKTSAR: Residents of Gurusar village in Gidderbaha subdivision yesterday disbursed Rs 2.,/news/punjab/gurusar-disburses-rs2-5-lakh-in-two-villages/826746.html
Rs 4 lakh for kin of victims,03 Sep 2019 | 6:44 AM,"FAZILKA: Family members of two persons, including a woman who had died during recent floods in Fazilka district, have been compensated by the district administration.",/news/punjab/rs-4-lakh-for-kin-of-victims/826745.html
Khalsa Aid women team reaches out to villagers,03 Sep 2019 | 6:44 AM,"MALSIAN (JALANDHAR): Among the 100 volunteers slugging it out day and night to prepare 25-kg relief kits for Punjab’s flood hit at the Khalsa Aid warehouse in Malsian, there is only one woman relentlessly putting in her bit.",/news/punjab/khalsa-aid-women-team-reaches-out-to-villagers/826742.html
"Walls collapsed, computers, furniture covered with muck",03 Sep 2019 | 6:44 AM,GIDDERPINDI (JALANDHAR): Half-yearly examinations in the government schools are scheduled to start next Monday but the schools in the flood-affected village of Lohian are still to resume studies.,/news/punjab/walls-collapsed-computers-furniture-covered-with-muck/826741.html
"Ahead of SC hearing on SYL, Capt Amarinder meets Union Jalshakti Minister",02 Sep 2019 | 8:07 PM,"NEW DELHI: On the eve of Supreme Court hearing on the SYL issue, Punjab Chief Minister Amarinder Singh on Monday called on Union Jalshakti Minister Gajendra Singh Shekhawat.",/news/punjab/ahead-of-sc-hearing-on-syl-capt-amarinder-meets-union-jalshakti-minister/826710.html
"Flood-hit want to sell land, move out",02 Sep 2019 | 6:46 AM,"JALANDHAR: Mukhtiar Singh, 55, resident of Lohian, is now completely terrorised by continuous rain and floods.",/news/punjab/flood-hit-want-to-sell-land-move-out/826303.html
Power restored to 108 villages,02 Sep 2019 | 6:46 AM,"CHANDIGARH: As part of the operations to restore normalcy in the flood-affected areas, the PSPCL has restored supply to the 21-flood hit villages of Jalandhar and 87 of Sultanpur Lodhi.",/news/punjab/power-restored-to-108-villages/826302.html
"From bundhs, villagers keep watch on homes",02 Sep 2019 | 6:46 AM,"Almost a fortnight after the floods hit the district, villagers are preferring to camp on bundhs, than spending nights at the relatively secure relief camps set up by the government.",/news/punjab/from-bundhs-villagers-keep-watch-on-homes/826301.html
"Flood fury: In Ropar alone, 46,300 hit, Rs 152-cr loss",01 Sep 2019 | 6:52 AM,ROPAR:The damage to crops and government and private properties during last week’s floods in Ropar district — owing to incessant rain followed by the release of water from the Bhakra Dam — has been put at over Rs 152 crore.,/news/punjab/flood-fury-in-ropar-alone-46-300-hit-rs-152-cr-loss/825940.html
"Sutlej fury fuelled by mining, encroachments",01 Sep 2019 | 6:31 AM,"CHANDIGARH: The calamity that struck Punjab on August 18, when heavy downpour led to rise in water level of the Sutlej and Beas, could have been averted to a large extent.",/news/punjab/sutlej-fury-fuelled-by-mining-encroachments/825854.html
"Post floods, land demarcation new worry",31 Aug 2019 | 6:42 AM,JALANDHAR: Farmers in flood-affected areas are worried about the cumbersome process of demarcation that they will have to go through now.,/news/punjab/post-floods-land-demarcation-new-worry/825353.html
Report  ready on damage to roads,31 Aug 2019 | 6:42 AM,"CHANDIGARH: The Public Works Department has prepared a preliminary damage assessment report regarding the roads, bridges and buildings falling under jurisdiction of the department, said an official spokesman.",/news/punjab/report-ready-on-damage-to-roads/825351.html
Water from Pak inundates Fazilka village,29 Aug 2019 | 6:53 AM,"FAZILKA: Although the floodwater has started receding in the Fazilka area, residents of Mohar Jamsher village are still facing flood fury from the Pakistan side.",/news/punjab/water-from-pak-inundates-fazilka-village/824265.html
Crores spent on bundhs washed away,29 Aug 2019 | 6:53 AM,"JALANDHAR: Over the years, crores have been spent on irrigation and flood control on the 1,400-km dhussi bundh in the state. Around Rs 22.66 crore has been sanctioned for this fiscal too.",/news/punjab/crores-spent-on-bundhs-washed-away/824263.html
Inter-ministerial central team to visit Punjab to assess damage by floods,28 Aug 2019 | 7:27 PM,"CHANDIGARH: An inter-ministerial central team will soon visit Punjab for on the spot assessment of the damage caused by the recent floods in various districts of the state, an official said on Wednesday.",/news/punjab/inter-ministerial-central-team-to-visit-punjab-to-assess-damage-by-floods/824234.html
Nambardar union to give Rs 14 cr to CM fund,28 Aug 2019 | 6:50 AM,"Chandigarh: Members of the Punjab Nambardar Union on Tuesday volunteered to contribute their three-month honorarium, amounting to Rs 14.16 crore, to the Chief Minister''s Relief Fund for providing help to flood-affected parts of the state.",/news/punjab/nambardar-union-to-give-rs-14-cr-to-cm-fund/823788.html
"Month on, Muktsar farmers await special girdawari",28 Aug 2019 | 6:50 AM,"MUKTSAR: It’s been over a month after the rain flooded agricultural fields in a large number of villages in the district, but the work of special girdawari to assess crop damage is yet to finish.",/news/punjab/month-on-muktsar-farmers-await-special-girdawari/823774.html
"Floods destroy power infra, initial loss Rs5 cr",28 Aug 2019 | 6:50 AM,"PATIALA: Punjab’s worst floods in three decades, partially due to the Bhakra Beas Management Board decision to release excess water into Sutlej, have caused damage to the power infrastructure in the state.",/news/punjab/floods-destroy-power-infra-initial-loss-rs5-cr/823771.html
Manmade disaster? 1.5 lakh acres Sutlej plains encroached upon,28 Aug 2019 | 6:50 AM,"CHANDIGARH: With most of the fertile land on the Sutlej banks encroached upon for farming and other activities, the recent flood fury in Punjab was a tragedy waiting to happen.",/news/punjab/manmade-disaster-1-5-lakh-acres-sutlej-plains-encroached-upon/823764.html
"Schools shelter flood-hit, kids skip classes",27 Aug 2019 | 6:48 AM,"CHANDIGARH/JALANDHAR: Students in 140 government schools, mainly in Punjab’s Jalandhar, Kapurthala, Tarn Taran, Ludhiana and Ropar districts, the worst hit by floods, have not attended classes for more than a week.",/news/punjab/schools-shelter-flood-hit-kids-skip-classes/823368.html
"Not paid, cane growers on warpath against govt, mills",27 Aug 2019 | 6:55 AM,"CHANDIGARH: Three months after the 2018-19 cane crushing season came to an end, the cash-strapped government is yet to pay the subsidy of Rs 25 per quintal to growers in the state.",/news/punjab/not-paid-cane-growers-on-warpath-against-govt-mills/823222.html
"Akalis chip in, send 10 trucks of essentials",27 Aug 2019 | 6:55 AM,"SANGRUR: Blaming the Punjab Government for the mismanagement of the flood-control operations, SAD leaders, led by former state Finance Minister and Lehra MLA Parminder Dhindsa, on Monday sent 10 trucks loaded with fodder and other essential items to the affected areas.",/news/punjab/akalis-chip-in-send-10-trucks-of-essentials/823219.html
"Out of job, daily wagers struggle to feed family",27 Aug 2019 | 6:55 AM,"JALANDHAR: Swaran Singh of Nasirpur village steps out daily to find a job but returns disappointed. A daily wager, he has a wife and a newborn to feed but no money.",/news/punjab/out-of-job-daily-wagers-struggle-to-feed-family/823215.html
Distress calls turn PCR into flood helpline,27 Aug 2019 | 6:55 AM,"CHANDIGARH: 1.45 am, August 20, Gatta Mundi village, Shahkot, Jalandhar: “We are stuck on the Sutlej dhussi bundh. There are around 60 of us. Send help immediately.”",/news/punjab/distress-calls-turn-pcr-into-flood-helpline/823214.html
800 labourers to clean 8 Ropar villages,27 Aug 2019 | 6:55 AM,"ROPAR: Sonalika Tractors Limited adopted eight flood-hit villages to start the restoration work here on Monday. Residents of eight villages, including Phool Khurd, Phool Kalan, Gurdaspura, Khairabad, Ranjitpura, Batarala, Khud Bathlor and Rajgiri, are among the worst-hit in the district.",/news/punjab/800-labourers-to-clean-8-ropar-villages/823213.html
"Illegal mining made it worse, say villagers",27 Aug 2019 | 6:55 AM,"JALANDHAR: Three days after a deluge hit the area, a 15-member delegation from Rame and Bamniyan villages in Lohian went to the Shahkot police station to complain about tippers and trailers picking up sand illegally from the bundh that protects their villages against Sutlej waters.",/news/punjab/illegal-mining-made-it-worse-say-villagers/823212.html
Farmers to get free wheat seed,27 Aug 2019 | 6:55 AM,"CHANDIGARH: Chief Minister Capt Amarinder Singh on Monday ordered a slew of additional measures for relief and rehabilitation of flood victims, including supply of free high quality wheat seed to farmers for the upcoming Rabi season.",/news/punjab/farmers-to-get-free-wheat-seed/823211.html
Embankment in Ferozepur district collapses as Pakistan releases water,26 Aug 2019 | 12:18 PM,"CHANDIGARH: A crucial embankment in Ferozepur district collapsed early on Monday due to heavy discharge of water from Pakistan, posing a threat of flooding.",/news/punjab/embankment-in-ferozepur-district-collapses-as-pakistan-releases-water/823150.html
Jitters post review,26 Aug 2019 | 6:55 AM,Dera Baba Nanak: Cabinet minister Sukhjinder Singh Randhawa is grappling with life’s many uncertainties.,/news/punjab/jitters-post-review/822848.html
"Punjab seeks Rs 1,000 cr special aid from Centre",26 Aug 2019 | 7:10 AM,"CHANDIGARH:The damage caused in Punjab by floods, mainly on account of water being released through spillways of the Bhakra Dam, was immense and needed special assistance from the Centre, in addition to the relief that was being provided through the Disaster Relief Management Fund, the state govern",/news/punjab/punjab-seeks-rs-1-000-cr-special-aid-from-centre/822847.html
"After education, other depts to have online transfer policy too",26 Aug 2019 | 6:55 AM,"SANGRUR: After getting positive response for online teacher transfer policy, the state government is likely to bring a similar policy for non-teaching staff of the Education Department and employees of other departments as well.",/news/punjab/after-education-other-depts-to-have-online-transfer-policy-too/822803.html
Locals battle skin ailments,26 Aug 2019 | 6:55 AM,"LUDHIANA: In recent days, there has been a rise in skin infections and other ailments in the flood-affected villages of the district.",/news/punjab/locals-battle-skin-ailments/822793.html
Flood-hit throng health camps,26 Aug 2019 | 6:55 AM,"LOHIAN (JALANDHAR): With the water at some villages beginning to recede, villages in Lohian have been exposed to threat of grave diseases as evident from the burgeoning reportage of patients from flood-affected villages.",/news/punjab/flood-hit-throng-health-camps/822791.html
Clash erupts during relief ops; 6 injured,26 Aug 2019 | 6:55 AM,JALANDHAR: Six persons of Sheikh Manga village in Sultanpur Lodhi were injured in when a clash erupted between two groups during flood relief operations on Sunday.,/news/punjab/clash-erupts-during-relief-ops-6-injured/822784.html
Cong MLA gives month’s salary,26 Aug 2019 | 6:55 AM,"Chandigarh: Hours after Chief Minister Captain Amarinder Singh tweeted an appealed to all to join the state government in assisting flood-affected people, Qudian Congress MLA Fateh Jung Bajwa decided to donate his one month’s salary and appealed to his colleagues to follow the suit.",/news/punjab/cong-mla-gives-month-s-salary/822779.html
"Crops on 6,000 acres damaged in Fazilka",26 Aug 2019 | 6:55 AM,"FAZILKA: Standing  crops of paddy, maize, fodder, moong, etc.",/news/punjab/crops-on-6-000-acres-damaged-in-fazilka/822777.html
Capt Amarinder seeks joint action plan with Army to strengthen Tendiwala embankment,25 Aug 2019 | 4:38 PM,CHANDIGARH: Punjab Chief Minister Captain Amarinder Singh on Sunday asked the Water Resources Department to work out a joint action plan with the army authorities to strengthen the embankment at Tendiwala village in Ferozepur district on the Indo-Pak border.,/news/punjab/capt-amarinder-seeks-joint-action-plan-with-army-to-strengthen-tendiwala-embankment/822677.html
Pak releases more water; flood threat looms in Punjab's Ferozepur,25 Aug 2019 | 3:58 PM,CHANDIGARH: A few villages in Punjab''s border district Ferozepur are facing a flood threat after a major portion of an embankment in the catchment area of the Sutlej river was washed away following the Pakistan''s release of water into the Indian territory.,/news/punjab/pak-releases-more-water-flood-threat-looms-in-punjab-s-ferozepur/822675.html
"Capt asks ministers, DCs to step up vigil as rain resumes in Punjab",26 Aug 2019 | 7:09 AM,"CHANDIGARH: With rains again lashing parts of flood-ravaged Punjab, Chief Minister Amarinder Singh on Sunday directed all ministers overseeing relief operations and the deputy commissioners to step up vigil.",/news/punjab/capt-asks-ministers-dcs-to-step-up-vigil-as-rain-resumes-in-punjab/822655.html
"100% crop damage in Jalandhar, Kapurthala districts, say farmers",25 Aug 2019 | 6:41 AM,"JALANDHAR: With the farmers being primarily at the receiving end due to the Sutlej floods, which have ravaged over 50 villages in the district, they are now planning to conduct their own parallel survey of the affected fields after the water recedes.",/news/punjab/100-crop-damage-in-jalandhar-kapurthala-districts-say-farmers/822274.html
Bittu finally visits flooded villages across Ludhiana,25 Aug 2019 | 6:41 AM,LUDHIANA: Ludhiana MP Ravneet Singh Bittu finally visited the flood-affected areas of the district on Saturday and reviewed the ongoing relief works.,/news/punjab/bittu-finally-visits-flooded-villages-across-ludhiana/822273.html
Five ministers take stock of relief work,25 Aug 2019 | 6:41 AM,"CHANDIGARH: In the wake of flood fury in various districts of Doaba and Malwa, five Punjab ministers as well as the Vidhan Sabha Speaker visited the affected areas on Saturday, said a government spokesman.",/news/punjab/five-ministers-take-stock-of-relief-work/822272.html
"Amid deluge, Jalandhar welcomes ‘flood babies’",25 Aug 2019 | 6:40 AM,"JALANDHAR: Geeta Rani was in full term and could deliver any time. Tense, her husband Swaran Singh saw the water level rising at Nasirpur village in Lohian and decided to take his wife to his relatives in a nearby village.",/news/punjab/amid-deluge-jalandhar-welcomes-flood-babies/822267.html
CM surprised over non-inclusion of Punjab in list for flood-situation assessment,24 Aug 2019 | 9:46 PM,CHANDIGARH: Chief Minister Amarinder Singh on Saturday expressed surprise over Punjab not being included in the list of states identified for on-the-spot assessment of flood situation by an Inter-Ministerial Central Team (IMCT).,/news/punjab/cm-surprised-over-non-inclusion-of-punjab-in-list-for-flood-situation-assessment/822239.html
"Toilets clogged, villagers defecate on roofs",24 Aug 2019 | 6:58 AM,NASIRPUR (JALANDHAR): She is visibly uneasy and restless. It’s already noon and she has still not been able to relieve herself. Reason: The toilet in her kutcha house at Nasirpur has been washed away.,/news/punjab/toilets-clogged-villagers-defecate-on-roofs/821765.html
