level_0,index,date,source,sentence,topic
2682,2715,2015-04-07,https://www.tribuneindia.com/news/community/haryana-to-get-more-water-from-bhakra/63910.html,"aman sood tribune news service patiala, april 6  farmers and politicians are on toes against increasing the height of the bhakra main line canal (bml) embankment near khanauri in sangrur by one-and-a-half feet by the punjab irrigation department",agri
2683,2716,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html," the budget also lays down steps to steer the state towards the 2 course of prudent fiscal consolidation, promote industrial development, revive the agriculture sector and promote all round inclusive development",agri
2684,2717,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"   as per advance estimates, the gsdp at current prices is estimated to grow at 10.16% in the current fiscal year (2014-15)",agri
2685,2718,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html," during the year 2013-14, the gsdp at constant prices grew at 5.73% against the national growth rate of 4.74%",agri
2686,2719,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,the per capita income of the state at current prices is also estimated to increase from rs 92350 in 2013-14 to rs 99578 in 2014-15 (a),agri
2687,2720,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,agriculture 14,agri
2688,2721,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html," agriculture is the mainstay of punjab’s economy, providing livelihood to over 60% of the population in the state",agri
2689,2722,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,punjab is set to become a leading state in horticulture research and i sincerely hope that the crop diversification process in the state will scale new heights with the establishment of this institute,agri
2690,2723,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,i have also made an allocation of rs 80 crore for recapitalisation of central cooperative banks in order to further strengthen them to increase their lending for agriculture,agri
2691,2724,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,agriculture crop husbandry 39,agri
2692,2725,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html, punjab has been contributing about 50-60% of wheat and about 35-40% of rice procured by the government of india for food security of the country for the last four decades,agri
2693,2726,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"during rabi 2013-14, the production of wheat was 176.20 lakh tonnes out of which 119 lakh tonnes has been procured by the state",agri
2694,2727,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"the free power supplied to the farmers at a cost of about rs 4,778 crore has proved vital in this regard",agri
2695,2728,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,the state government invested rs 38765 crore for procurement of wheat and paddy in the state in the year 2014-15,agri
2696,2729,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,compensation for loss due to natural calamity has been enhanced from rs 2000 to rs 5000 per acre,agri
2697,2730,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,it is proposed to set-up a multi product mega food park in 200 acres of land at ladhowal,agri
2698,2731,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"a centre of excellence for vegetable cultivation in collaboration with government of israel has been set up on 15 acres of land at kartarpur, jalandhar and a centre of excellence for potato is being set up at dhogri (jalandhar) 17 under indo-dutch agreement",agri
2699,2732,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html, our government is committed to strengthen the agriculture and allied sectors in the state and i propose to allocate rs 3512 crores for the agriculture sector,agri
2700,2733,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"·         rs 300 crore - for punjab agricultural university, ludhiana",agri
2701,2734,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,·         rs 230 crore – for strengthening of agriculture and allied sectors under rkvy,agri
2702,2735,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"a number of initiatives have been taken to address this issue like banning the early plantation of paddy, providing machines like happy seeders, rotavators, zero-till-drills, laser land levellers, balers and rakes to farmers on subsidy",agri
2703,2736,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,power tariff has been reduced from rs 7.75 per unit to rs 4.57 per unit for the allied farming sector,agri
2704,2737,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,farm debts 45,agri
2705,2738,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,rs 94 crore have been distributed during 2012-14 covering 4688 families affected by farmers’ suicides from 2000-2011,agri
2706,2739,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"to take care of the farmers’ families, i have provided rs 20 crore for compensation to the families of the farmers who have committed suicide",agri
2707,2740,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html, our government launched the atta dal scheme in order to 19 ensure that prices of essential commodities remain within the reach of the common man,agri
2708,2741,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"in the annual plan 2015-16, rs 400 crore has been allocated for new atta dal scheme and it is estimated that 8,70,000 mts of wheat and 65,000 mts of pulses shall be distributed during the year",agri
2709,2742,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html, other major housing initiatives during 2015-16 include: ·         ecocity – phase-ii to be developed in an area of 310 acres,agri
2710,2743,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"·         medicity phase-ii-160 acres of land acquired, of which 10 acres of land allotted to the max healthcare institute,chaitanya hospital, jindal ivf nursing home and grewal eye institute",agri
2711,2744,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,·         edu city - gmada is in process of acquiring 309 acres of land for development of edu city and an amount of rs,agri
2712,2745,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html, i have allocated rs 5484 crore in 2015-16 to compensate the power corporation for free power to farmers and rural poor,agri
2713,2746,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"india’s largest roof top solar power plant of capacity 7.50 mw has been commissioned at dera beas district amritsar and world’s largest cattle dung based bio cng plant is under implementation at haiboval dairy complex, ludhiana",agri
2714,2747,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,punjab biotechnology incubator’s facilities have been recognized by agriculture produce export development authority (apeda) in july 2014 and export inspection council (eic) in february 2015,agri
2715,2748,2015-03-18,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html," under the border area development programme, an amount of rs 40.00 crore is proposed for the 19 border blocks of six districts for upgrading infrastructure relating to education, health, agriculture and allied infrastructure in social sectors for the year 2015-16",agri
2716,2749,2015-03-19,https://www.tribuneindia.com/news/punjab/dhindsa-takes-safe-route-shies-away-from-imposing-fresh-taxes/55207.html,"another rs 3,807.20 crore has been reserved for the power sector; rs 3,035 crore for transport, rs 1,723.39 crore for agriculture and allied services, rs 1,404.86 crore for rural development; and rs 1,005.31 crore for irrigation and flood channels",agri
2717,2750,2015-03-19,https://www.tribuneindia.com/news/punjab/dhindsa-takes-safe-route-shies-away-from-imposing-fresh-taxes/55207.html,"  the plan allocation has been increased by rs 1,929 crore in social services; rs 758 crore in general economic services (construction of buildings, school and college infrastructure; untied funds of chief minister and deputy chief minister; development of kandi and border area, etc); rs 500 crore in agriculture; rs 330 crore in irrigation and flood control; and by rs 846 crore in the power sector",agri
2718,2751,2019-10-29,https://www.tribuneindia.com/news/punjab/hc-raps-punjab-agri-dept-officials/853259.html,"saurabh malik tribune news service chandigarh, october 28  taking note of late filing of about 80 complaints alleging violation of the insecticides act, the punjab and haryana high court has asserted that criminal negligence on part of punjab agriculture department officials prima facie stood established",agri
2719,2752,2019-09-23,https://www.tribuneindia.com/news/punjab/direct-paddy-sowing-saves-62-lakh-litres-water/836624.html,"kulwinder sandhu tribune news service moga, september 22  a farmer of talwandi bhangeria village in moga district has saved at least 62 lakh litres of water in his paddy fields in just two months",agri
2720,2753,2019-09-23,https://www.tribuneindia.com/news/punjab/direct-paddy-sowing-saves-62-lakh-litres-water/836624.html," as per the information, baldev had sown paddy on 7 acres with direct sowing technique and on another 7 acres with the traditional method of flooding the fields, on experimental basis",agri
2721,2754,2019-09-23,https://www.tribuneindia.com/news/punjab/direct-paddy-sowing-saves-62-lakh-litres-water/836624.html,"ush({ });  dr jaswinder singh brar, plant protection officer, who accompanied the team, said when they compared water usage after two months, the team found that the farmer had saved at least 62 lakh litres of water by using the new technique",agri
2722,2755,2019-09-23,https://www.tribuneindia.com/news/punjab/direct-paddy-sowing-saves-62-lakh-litres-water/836624.html," the farmer told the visiting team that he was practicing the technique for the past couple of years and had saved water as well as power worth around rs 1,100 per acre",agri
2723,2756,2019-09-20,https://www.tribuneindia.com/news/punjab/then-and-now-mining-biz-remains-in-political-domain/835054.html,"ruchika m khanna tribune news service chandigarh, september 19  illegal sand mining, allegedly controlled by akalis during 2008-14, and high prices of the basic construction material had led the people to reject the “panthic” party in the 2014 lok sabha elections",agri
2724,2757,2019-09-20,https://www.tribuneindia.com/news/punjab/then-and-now-mining-biz-remains-in-political-domain/835054.html,but there is no shortage of material nor have the prices of sand and gravel gone up,agri
2725,2759,2019-09-01,https://www.tribuneindia.com/news/punjab/floods-take-toll-on-houses-villagers-staying-outdoors/825853.html,"  as per the norms, rs 95,100 shall be paid to fully damaged pucca/kutcha houses, for partial (15%) damage rs 5,200 for pucca and rs 3,200 for kutcha houses; and rs 4,100 shall be paid for damaged huts and rs 2,100 for cattle sheds",agri
2726,2760,2019-08-26,https://www.tribuneindia.com/news/punjab/inflow-from-pak-still-on-army-ndrf-on-alert/822775.html," muktiar, a villager helping army jawans in carrying out the rescue work, said his crop was damaged two years ago as well, but the compensation was still awaited",agri
2727,2761,2019-08-26,https://www.tribuneindia.com/news/punjab/inflow-from-pak-still-on-army-ndrf-on-alert/822775.html," jagjit kumar, who owns eight acres, said the state should either construct a pontoon bridge or at least provide them a new boat",agri
2728,2762,2019-08-20,https://www.tribuneindia.com/news/punjab/over-60-jalandhar-villages-inundated/819821.html,"aparna banerji tribune news servicemianwal/mao sahib (phillaur), august 19   over 60 villages in jalandhar and its periphery were flooded after breaches in the beas and sutlej today and thousands of acres of paddy fields were submerged after water released from the ropar headworks made its way to the area",agri
2729,2763,2019-08-20,https://www.tribuneindia.com/news/punjab/over-60-jalandhar-villages-inundated/819821.html,  crops in thousands of acres were submerged and at least 200 people were safely evacuated from jalandhar and kapurthala in relief operations launched by the administration and villagers,agri
2730,2764,2019-08-20,https://www.tribuneindia.com/news/punjab/over-60-jalandhar-villages-inundated/819821.html,"while crops in 11,400 acres were destroyed in phillaur alone, the administration was assessing the damage in the remaining areas",agri
2731,2765,2019-08-12,https://www.tribuneindia.com/news/punjab/sutlej-in-spate-damages-crops-on-1-000-acres-in-moga/816574.html,"sutlej in spate, damages crops on 1,000 acres in moga",agri
2732,2766,2019-08-12,https://www.tribuneindia.com/news/punjab/sutlej-in-spate-damages-crops-on-1-000-acres-in-moga/816574.html,"tribune news service moga, august 11  the water level has once again risen in the sutlej, inundating the standing paddy crop and fodder in many villages and settlements located in dharamkot subdivision of moga district during the past 24 hours",agri
2733,2767,2019-08-12,https://www.tribuneindia.com/news/punjab/sutlej-in-spate-damages-crops-on-1-000-acres-in-moga/816574.html,"“paddy, fodder and vegetables have been damaged on more than 1,000 acres in at least six villages,” he said",agri
2734,2768,2019-08-09,https://www.tribuneindia.com/news/punjab/3-weeks-on-fields-still-inundated-in-muktsar/814993.html," sukhjinder singh, a resident of udekaran village, said, “nearly 600 acres is still waterlogged in and around our village",agri
2735,2769,2019-08-09,https://www.tribuneindia.com/news/punjab/3-weeks-on-fields-still-inundated-in-muktsar/814993.html,"  meanwhile, the district administration has informed the state government that crops on 24,975 acres have been damaged due to rain",agri
2736,2770,2019-08-03,https://www.tribuneindia.com/news/punjab/rain-leaves-trail-of-destruction-in-muktsar/812092.html," baljinder singh, chief agriculture officer, muktsar, said, “maximum 47.6 mm rainfall is recorded in muktsar block, 27.2 mm in gidderbaha, 25 mm in malout and 8 mm in lambi",agri
2737,2771,2019-07-24,https://www.tribuneindia.com/news/punjab/will-take-up-ghaggar-issue-with-centre-cm/806748.html," five days after a 100-feet breach flooded thousands of acres of agricultural fields and villages, the sangrur administration with the help the ndrf, sdrf, army and locals today completely plugged the breach",agri
2738,2772,2019-07-24,https://www.tribuneindia.com/news/punjab/will-take-up-ghaggar-issue-with-centre-cm/806748.html," the cm, who flew over rajpura, ghanaur and shatrana, before stopping at moonak in sangrur, said about 50,000 acres of crop had been lost in patiala and another 10,000 acres in sangrur due to the breach in ghaggar",agri
2739,2773,2019-07-24,https://www.tribuneindia.com/news/punjab/will-take-up-ghaggar-issue-with-centre-cm/806748.html,"tns  compensation soon  about 50,000 acres of crop has been lost in patiala and another 10,000 acres in sangrur due to breach in the ghaggar",agri
2740,2774,2019-07-23,https://www.tribuneindia.com/news/punjab/crops-over-21k-acres-hit-govt-steps-up-relief-ops/806121.html,"crops over 21k acres hit, govt steps up relief ops",agri
2741,2775,2019-07-23,https://www.tribuneindia.com/news/punjab/crops-over-21k-acres-hit-govt-steps-up-relief-ops/806121.html," as per the latest report, the overflowing ghaggar has affected standing crop on 21,775 acres",agri
2742,2776,2019-07-23,https://www.tribuneindia.com/news/punjab/crops-over-21k-acres-hit-govt-steps-up-relief-ops/806121.html,"of this, crop on 15,569 acres was affected due to the breach in the river in the last five days",agri
2743,2777,2019-07-23,https://www.tribuneindia.com/news/punjab/crops-over-21k-acres-hit-govt-steps-up-relief-ops/806121.html,"  the flooding has affected crops such as paddy, vegetables, cotton, maize and fodder over 7,392 acres in moonak, 920 bhundar bhaini, 567 surjan bhaini, 1,883 salegarh and 1,622 phullad village",agri
2744,2778,2019-07-23,https://www.tribuneindia.com/news/punjab/crops-over-21k-acres-hit-govt-steps-up-relief-ops/806121.html,"apart from ghaggar, rain has also affected 6206 acres of standing crops in lehragaga, andana,sunam, dhuri and sangrur blocks",agri
2745,2779,2019-07-23,https://www.tribuneindia.com/news/punjab/crops-over-21k-acres-hit-govt-steps-up-relief-ops/806121.html,"ush({ });  senior officials of the agriculture department said after remaining waterlogged for five day, the chances of survival of various crops were dim as even after plugging of the breach, the drainage department would not be able to dewater the fields immediately",agri
2746,2780,2019-07-20,https://www.tribuneindia.com/news/punjab/ghaggar-breach-destroys-paddy/804677.html,"  ghaggar, flowing above the danger mark, has flooded 4,000 acres of agriculture land",agri
2747,2781,2019-07-20,https://www.tribuneindia.com/news/punjab/ghaggar-breach-destroys-paddy/804677.html,"a worried kamaljit singh said he had grown paddy on 12 acres, which was now submerged",agri
2748,2782,2019-07-20,https://www.tribuneindia.com/news/punjab/ghaggar-breach-destroys-paddy/804677.html," according to drainage department officials, from khanauri to makraud  sahib the width of the riverbedis102 feet, with the government acquiring adjoining land from farmers in 2006",agri
2749,2783,2019-07-17,https://www.tribuneindia.com/news/punjab/fields-in-moga-flooded-as-sutlej-swells/803033.html,"tribune news service  sanghera (moga), july 16   hundreds of acres of standing paddy crop and green fodder have been submerged in water in many villages/settlements located inside the dhusi bundh of the sutlej in dharamkot subdivision of the district as the water level in the river has increased due to moderate and heavy rainfall in its catchment areas during the past 24 hours",agri
2750,2784,2019-07-17,https://www.tribuneindia.com/news/punjab/fields-in-moga-flooded-as-sutlej-swells/803033.html," sarpanch of sanghera village balkar singh claimed that paddy, green fodder and mint crops were damaged on more than 1,500 acres of land inside the dhusi bundh in at least six villages and human settlements",agri
2751,2785,2019-07-15,https://www.tribuneindia.com/news/punjab/use-direct-paddy-seeding-to-save-water-suggests-study/802069.html,"kulwinder sandhu tribune news service moga, july 14 pushing for sustainable agriculture practices, the union government is carrying out a study with the help of the state agriculture department in moga and its adjoining districts to substantiate the worth of directly sowing paddy without puddling the fields",agri
2752,2786,2019-07-15,https://www.tribuneindia.com/news/punjab/use-direct-paddy-seeding-to-save-water-suggests-study/802069.html,he has sown paddy on seven acres with this technique and seven acres with the traditional practice of flooding the fields with water,agri
2753,2787,2019-07-15,https://www.tribuneindia.com/news/punjab/use-direct-paddy-seeding-to-save-water-suggests-study/802069.html,"the farmer told the visiting team that he was practicing the new technique for the past couple of years and has found that he saved around rs 1,100 per acre on power consumption, which comes out to rs 2,750 per hectare",agri
2754,2788,2019-07-15,https://www.tribuneindia.com/news/punjab/use-direct-paddy-seeding-to-save-water-suggests-study/802069.html,"jaswinder singh brar, plant protection officer of moga district, who accompanied the central team, said 41.58 lakh hectares in punjab was under cultivation of various crops",agri
2755,2789,2019-07-15,https://www.tribuneindia.com/news/punjab/use-direct-paddy-seeding-to-save-water-suggests-study/802069.html,"“going by the claims of this moga farmer, punjab could save rs 770 crore on powerpower by directly sowing paddy on 28 lakh hectares",agri
2756,2790,2019-07-14,https://www.tribuneindia.com/news/punjab/cases-worth-rs-2-76-cr-settled/801634.html,"tns ropar  seven labourers rescued  paddy crop on 500 acres was affected due to sudden increase of the water level in  the sarsa, which flooded fields in aaspur kotan, ranjit pura, manguwal diwari, sarsa nangal, kotbala, majri gujran, batarla, and dahirpur villages on saturday",agri
2757,2791,2019-07-14,https://www.tribuneindia.com/news/punjab/cases-worth-rs-2-76-cr-settled/801634.html,seven farm labourers staying at the tubewell in fields of aaspur kotan were trapped,agri
2758,2792,2019-02-25,https://www.tribuneindia.com/news/punjab/coming-to-rescue-of-alma-mater/734242.html,"ush({ });  gosal, who completed his msc (agriculture) from the pau, ludhiana, before moving to australia in 1996, has donated rs 75 lakh to refurbish the school",agri
2759,2793,2018-07-28,https://www.tribuneindia.com/news/punjab/how-ait-scam-fell-flat-after-a-decade/627817.html,"  this is how the vigilance bureau (vb) had concluded the fresh investigation to give the clean chit to chief minister capt amarinder singh and 17 others in the criminal and corruption case registered on the recommendation of the vidhan sabha, alleging a scam in granting exemption for transferring 32.1 acres of prime land of amritsar improvement trust (ait) to a private developer",agri
2760,2794,2018-07-28,https://www.tribuneindia.com/news/punjab/how-ait-scam-fell-flat-after-a-decade/627817.html," it calculated the entire costing and earning of veer coloniser and builders private limited, amritsar, in purchasing, developing and selling 32.1 acres of ‘controversial’ land exempted from acquisition",agri
2761,2795,2018-07-28,https://www.tribuneindia.com/news/punjab/how-ait-scam-fell-flat-after-a-decade/627817.html," trashing the charge of causing rs 60-crore loss to the ait through the development of veer enclave, the vb observed that the private developer not only benefitted the farmers, whose land it purchased at a higher rate than offered by the ait, but also helped the public, whom it sold residential and commercial sites at a lesser price than that offered by ait",agri
2762,2796,2018-07-28,https://www.tribuneindia.com/news/punjab/how-ait-scam-fell-flat-after-a-decade/627817.html," the vb probe further opined that veer enclave also caused no harm to the adjoining 188 acres, on which the ait had planned a separate development project",agri
2763,2797,2018-07-28,https://www.tribuneindia.com/news/punjab/how-ait-scam-fell-flat-after-a-decade/627817.html," “this private colony has complied with all internal and external development norms, which could prove no hindrance to the development of adjoining 188 acres by the ait,” observed the vigilance bureau investigation",agri
2764,2798,2018-07-28,https://www.tribuneindia.com/news/punjab/how-ait-scam-fell-flat-after-a-decade/627817.html,"as such, the government, considering all pros and cons, had deemed it necessary to exempt an area measuring 32.1 acres out of the total scheme area measuring 188 acres",agri
2765,2799,2018-07-22,https://www.tribuneindia.com/news/punjab/muktsar-dc-releases-rs-4-lakh-for-draining-out-water-from-fields/624470.html,"archit watts tribune news service muktsar, july 21  after the tribune highlighted the plight of farmers of pakki tibbi village (‘fields inundated, dept awaits funds for water-lifting pumps’, july 21), muktsar deputy commissioner mk aravind kumar and other senior officials visited the flooded fields and immediately released rs 4 lakh to install more water-lifting pumps",agri
2766,2800,2018-05-03,https://www.tribuneindia.com/news/punjab/rain-damages-wheat-hits-purchase/583302.html,"kulwinder sandhu tribune news service moga, may 2  thousands of metric tonnes (mt) of wheat lying in the open at grain markets got drenched in the light to moderate rainfall that lashed the district on wednesday",agri
2767,2801,2018-05-03,https://www.tribuneindia.com/news/punjab/rain-damages-wheat-hits-purchase/583302.html, state marketing board officials said 2 lakh mt of wheat in gunny bags were yet to be lifted from grain markets,agri
2768,2802,2018-05-03,https://www.tribuneindia.com/news/punjab/rain-damages-wheat-hits-purchase/583302.html,"“the expected arrival of wheat in moga district is 9.23 lakh mt,” claimed jaswinder singh brar, an agro-scientist",agri
2769,2803,2018-05-03,https://www.tribuneindia.com/news/punjab/rain-damages-wheat-hits-purchase/583302.html,"ush({ });  district magistrate dilraj singh sandhawalia claimed that 7,19,054 mt of wheat had been procured by agencies out of the total of 7,19,187 mt arrived in the grain markets till tuesday evening",agri
2770,2804,2018-05-03,https://www.tribuneindia.com/news/punjab/rain-damages-wheat-hits-purchase/583302.html, he added that 91.54 per cent of the total payment for the purchased wheat had been released to farmers,agri
2771,2805,2018-05-03,https://www.tribuneindia.com/news/punjab/rain-damages-wheat-hits-purchase/583302.html,"he claimed that since 99.9 per cent of wheat brought to the moga grain markets till tuesday evening was purchased by the government agencies, farmers need not worry about the inclement weather",agri
2772,2806,2018-05-03,https://www.tribuneindia.com/news/punjab/rain-damages-wheat-hits-purchase/583302.html,"“wheat grains have the tendency to lose the humidity content quickly in bright sunshine,” said brar",agri
2773,2807,2017-11-27,https://www.tribuneindia.com/news/punjab/left-in-lurch-they-pine-for-bijli-paani/504049.html," rattan singh, a farmer union leader, says: “we have to gherao the subdivisional offices of the pspcl to get eight-hour of supply for tubewells every year",agri
2774,2808,2017-08-03,https://www.tribuneindia.com/news/punjab/canal-breach-in-fazilka-fields-flooded/446349.html,"our correspondent  fazilka, august 2 over 50 acres of paddy and cotton fields have been inundated following a 40-ft-wide breach in the alamshah minor canal near penchanwali village on the outskirts of this town last night",agri
2775,2809,2017-07-27,https://www.tribuneindia.com/news/punjab/stubble-burning-s-too-stubborn-even-for-a-million-dollars/442924.html," the question agitating experts and farmers is: can there be a one-point solution to the problem, which has at least three points of focus — the harvest, processing of the straw, and the sowing of the subsequent crop? given the spread of challenges and the experience thus far, it will require a rather large dose of luck for someone to win that $1 million, however well-intentioned the initiative",agri
2776,2810,2017-07-27,https://www.tribuneindia.com/news/punjab/stubble-burning-s-too-stubborn-even-for-a-million-dollars/442924.html, progressive farmer kamaldeep singh of sultanpur lodhi says the high cost of a baler (rs 10-12 lakh) — used to make bundles of straw — is crippling,agri
2777,2811,2017-07-27,https://www.tribuneindia.com/news/punjab/stubble-burning-s-too-stubborn-even-for-a-million-dollars/442924.html,"he added this initiative would give farmers an extra rs 3,000-4,000 per acre",agri
2778,2812,2017-07-12,https://www.tribuneindia.com/news/punjab/flooded-drain-ruins-crops-relief-sought/435303.html,"nikhila pant dhawan tribune news service bathinda, july 11  the overflowing lower lasara drain has damaged crops in 450 acres in jethuke and kararwala villages of this district",agri
2779,2813,2017-07-12,https://www.tribuneindia.com/news/punjab/flooded-drain-ruins-crops-relief-sought/435303.html," farmers of the two villages claimed that their paddy, cotton, vegetables and fodder crops had been damaged as the water from the overflowing drain had inundated their fields and caused losses to them",agri
2780,2814,2017-07-12,https://www.tribuneindia.com/news/punjab/flooded-drain-ruins-crops-relief-sought/435303.html,"they demanded a compensation of rs 40,000 per acre",agri
2781,2815,2017-07-01,https://www.tribuneindia.com/news/punjab/farmers-urge-govt-to-remove-hyacinth/429961.html,"raj sadosh  abohar, june 30 as weather experts predicted mild showers and thunderstorms till july 4 in sriganganagar and abohar, farmers fear breaches in sub-canals that had been flooded with hyacinth flowing from the harike barrage",agri
2782,2816,2017-07-01,https://www.tribuneindia.com/news/punjab/farmers-urge-govt-to-remove-hyacinth/429961.html, farmers in arayan village informed water users forum chairman baljinder singh pannu that hyacinth had accumulated at a dilapidated bridge near 3rd (burji) in f minor (sub canal) emanating from the gang canal and a breach was feared,agri
2783,2817,2017-06-19,https://www.tribuneindia.com/news/punjab/canal-breach-leaves-cotton-fields-flooded/424382.html, villagers said the cotton crop on about hundred acres of land got submerged,agri
2784,2818,2016-08-29,https://www.tribuneindia.com/news/community/canal-breach-leaves-fields-flooded-in-fazilka-abohar/286941.html,"tribune reporters fazilka/abohar, august 28  the badha minor canal suffered a 20-25 feet breach here today and inundated paddy crop in five acres of land, a government school and water works building in badha village on the outskirts of fazilka town",agri
2785,2819,2016-08-29,https://www.tribuneindia.com/news/community/canal-breach-leaves-fields-flooded-in-fazilka-abohar/286941.html," cotton crop on over 30 acres of land, besides some kinnow orchards, were submerged due to a breach in the daulatpura minor canal that was noticed at 8 am today",agri
2786,2820,2016-06-28,https://www.tribuneindia.com/news/community/water-mgmt-key-to-tackling-climate-change-says-expert/258028.html,"new delhi, june 27 at a time when climate change is set to impact rice production in asia, simple water management by farmers as an adaptation strategy will minimise the damage, an expert said",agri
2787,2821,2016-06-28,https://www.tribuneindia.com/news/community/water-mgmt-key-to-tackling-climate-change-says-expert/258028.html,"it is estimated that up to 20 per cent of the anthropogenic releases of methane to the atmosphere are generated in agriculture, largely by livestock and in rice production,” he said",agri
2788,2822,2016-06-27,https://www.tribuneindia.com/news/community/breach-in-fazilka-canal-floods-fields/257611.html,"agricultural plots spread over 50 acres were flooded due to a 65-foot-wide breach in a canal at theh kalandar village in fazilka district  farmers of the village said besides agricultural fields, the focal point of the village and a part of the state highway had been flooded due to the breach  the wild growth of water hyacinth has been choking a narrow bridge over the canal and causing breaches  ss dhaliwal, executive engineer, (irrigation), ferozepur division, said no damage had been caused to the standing crops and the breach was being plugged",agri
2789,2823,2015-11-10,https://www.tribuneindia.com/news/community/grow-recommended-wheat-varieties-state-farmers-told/156746.html,"ludhiana, november 9 with wheat sowing at its peak in the state, punjab agricultural university (pau) today advised farmers to opt for recommended variety of seeds of the cereal",agri
2790,2824,2015-11-10,https://www.tribuneindia.com/news/community/grow-recommended-wheat-varieties-state-farmers-told/156746.html,"ns bains, senior plant breeder, pau, exhorted the farmers to go for varietal mosaic and diversify from pre-dominance of hd 2967 variety as diseases like yellow rust and karnal bunt were found in this variety at several fields in punjab in the last season",agri
2791,2825,2015-11-10,https://www.tribuneindia.com/news/community/grow-recommended-wheat-varieties-state-farmers-told/156746.html,"he complimented punjab farmers for their rapid seed replacement as well as varietal replacement, and advised them to adopt new varieties especially pbw 677, hd 3086 and wh 1105 for cultivation under irrigated timely sown conditions",agri
2792,2826,2015-11-10,https://www.tribuneindia.com/news/community/grow-recommended-wheat-varieties-state-farmers-told/156746.html,bain suggested farmers to grow more than one variety to avoid risks associated with monoculture,agri
2793,2827,2015-11-10,https://www.tribuneindia.com/news/community/grow-recommended-wheat-varieties-state-farmers-told/156746.html,"the entire area on which the farmer plans to sow wheat should not be brought under one variety, he said",agri
2794,2828,2015-10-26,https://www.tribuneindia.com/news/community/clouds-drizzle-worry-paddy-growers/150578.html,"tribune news service  moga, october 25 cloudy weather conditions coupled with a light drizzle in most parts of moga and its adjoining districts on sunday have caused concern in the farming community which is busy harvesting the paddy crop these days",agri
2795,2829,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html,"60% cotton crop lost, punjab offers rs 600-cr relief package",agri
2796,2830,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html,"ruchika m khanna tribune news service chandigarh, september 28  faced with 60 per cent loss to cotton crop in the malwa region, the punjab government has okayed a rs 600-crore compensation package for the affected farmers",agri
2797,2831,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html, the report of a special girdawri ordered by the punjab government shows that 6.75 lakh acres under cotton crop have been affected in a whitefly attack,agri
