headline,date,caption,url
"Rs 2,000-aid rumours fuel rush at Suwidha centres",26 Aug 2019 | 6:55 AM,GURDASPUR: Suwidha centres across Punjab are witnessing an unprecedented rush of women following rumours that unorganised domestic workers will get a monthly grant from the Punjab Government if they get themselves registered under the Unorganised Workers’ Social Security Act.,/news/punjab/rs-2-000-aid-rumours-fuel-rush-at-suwidha-centres/822796.html
HC raps Punjab Agri Dept officials,29 Oct 2019 | 6:57 AM,"CHANDIGARH:Taking note of late filing of about 80 complaints alleging violation of the Insecticides Act, the Punjab and Haryana High Court has asserted that criminal negligence on part of Punjab Agriculture Department officials prima facie stood established.",/news/punjab/hc-raps-punjab-agri-dept-officials/853259.html
"Dengue scare in Ludhiana, 10-year-old girl dies",27 Oct 2019 | 5:36 AM,"LUDHIANA:  A 10-year-old girl died of dengue on Friday night. The victim, Preeti Kumari was suffering from severe dengue that was confirmed by Dayanand Medical College and Hospital.",/news/punjab/dengue-scare-in-ludhiana-10-year-old-girl-dies/852773.html
Direct paddy sowing saves 62-lakh litres water,23 Sep 2019 | 7:07 AM,MOGA: A farmer of Talwandi Bhangeria village in Moga district has saved at least 62 lakh litres of water in his paddy fields in just two months.,/news/punjab/direct-paddy-sowing-saves-62-lakh-litres-water/836624.html
"Then and now, mining biz remains in political domain",20 Sep 2019 | 6:55 AM,"CHANDIGARH: Illegal sand mining, allegedly controlled by Akalis during 2008-14, and high prices of the basic construction material had led the people to reject the “Panthic” party in the 2014 Lok Sabha elections.",/news/punjab/then-and-now-mining-biz-remains-in-political-domain/835054.html
"450 dengue cases reported, flood-hit areas vulnerable",17 Sep 2019 | 6:52 AM,"CHANDIGARH/ JALANDHAR: The number of dengue cases in the state has crossed the 400 mark. Out of these, around 300 cases have been reported in the past one month only. But the next two and half months are crucial, more so this year as the rain fury has left many villages in the state inundated.",/news/punjab/450-dengue-cases-reported-flood-hit-areas-vulnerable/833510.html
"Mid-terms on, students in flood-hit areas unaware",11 Sep 2019 | 6:48 AM,JALANDHAR: Exams could not be held in six primary schools and three upper primary schools in the flood-hit Lohian block today because of low attendance.,/news/punjab/mid-terms-on-students-in-flood-hit-areas-unaware/830769.html
"Border flooded, Pak peddlers take river route",10 Sep 2019 | 7:00 AM,"FEROZEPUR: Following rise in the Sutlej level and subsequent flooding of areas along the border in this sector, Pakistan-based drug peddlers have been trying to push consignments inside the Indian territory through the “vulnerable” riverine gaps where fencing could not be erected.",/news/punjab/border-flooded-pak-peddlers-take-river-route/830164.html
Online transfer policy for non-teaching staff: Singla,09 Sep 2019 | 7:02 AM,SANGRUR: Punjab PWD (B&R) and Education Minister Vijay Inder Singla today attended the bhog of freedom fighter Gurdial Singh (97) at Nankiana Sahib Gurdwara and assured all help to his family.,/news/punjab/online-transfer-policy-for-non-teaching-staff-singla/829755.html
Floodgates of Bhakra likely to be closed tomorrow,07 Sep 2019 | 6:59 AM,"CHANDIGARH: Twentytwo days after the floodgates of the Bhakra Dam were opened to discharge excess water following heavy rains, the Bhakra Beas Management Board is considering closing them as inflows into the reservoir have reduced.",/news/punjab/floodgates-of-bhakra-likely-to-be-closed-tomorrow/828890.html
"Patiala residents blame faulty tiles, blocked drains",06 Sep 2019 | 7:41 AM,"PATIALA:Patiala faced a flood-like situation due to heavy rainfall on Thursday morning, for which residents blamed blocked nullahs, drains and haphazard installation of interlocked tiles.",/news/punjab/patiala-residents-blame-faulty-tiles-blocked-drains/828380.html
Power restored to 108 villages,02 Sep 2019 | 6:46 AM,"CHANDIGARH: As part of the operations to restore normalcy in the flood-affected areas, the PSPCL has restored supply to the 21-flood hit villages of Jalandhar and 87 of Sultanpur Lodhi.",/news/punjab/power-restored-to-108-villages/826302.html
"From bundhs, villagers keep watch on homes",02 Sep 2019 | 6:46 AM,"Almost a fortnight after the floods hit the district, villagers are preferring to camp on bundhs, than spending nights at the relatively secure relief camps set up by the government.",/news/punjab/from-bundhs-villagers-keep-watch-on-homes/826301.html
"Floods take toll on houses, villagers staying outdoors",01 Sep 2019 | 6:31 AM,"MuUNDI SHEHRIAN/MANDAL CHANNA: As many as 3,000 houses and other buildings have been damaged in the district due to floods in the past fortnight. With about 10 villages (seven of them still inundated) severely affected by the floods, officials said it would take at least a month to assess the total",/news/punjab/floods-take-toll-on-houses-villagers-staying-outdoors/825853.html
"Villagers stay up to ward off mosquitoes, snakes",29 Aug 2019 | 6:53 AM,"JALANDHAR: “These are the most horrifying and darkest nights of our lives,” says Mukhtiar Singh, 62, of Mundi Cholian village of Lohian, which is flooded even 10 days after the breach in the Sutlej.",/news/punjab/villagers-stay-up-to-ward-off-mosquitoes-snakes/824266.html
Crores spent on bundhs washed away,29 Aug 2019 | 6:53 AM,"JALANDHAR: Over the years, crores have been spent on irrigation and flood control on the 1,400-km dhussi bundh in the state. Around Rs 22.66 crore has been sanctioned for this fiscal too.",/news/punjab/crores-spent-on-bundhs-washed-away/824263.html
"Month on, Muktsar farmers await special girdawari",28 Aug 2019 | 6:50 AM,"MUKTSAR: It’s been over a month after the rain flooded agricultural fields in a large number of villages in the district, but the work of special girdawari to assess crop damage is yet to finish.",/news/punjab/month-on-muktsar-farmers-await-special-girdawari/823774.html
"Floods destroy power infra, initial loss Rs5 cr",28 Aug 2019 | 6:50 AM,"PATIALA: Punjab’s worst floods in three decades, partially due to the Bhakra Beas Management Board decision to release excess water into Sutlej, have caused damage to the power infrastructure in the state.",/news/punjab/floods-destroy-power-infra-initial-loss-rs5-cr/823771.html
"Out of job, daily wagers struggle to feed family",27 Aug 2019 | 6:55 AM,"JALANDHAR: Swaran Singh of Nasirpur village steps out daily to find a job but returns disappointed. A daily wager, he has a wife and a newborn to feed but no money.",/news/punjab/out-of-job-daily-wagers-struggle-to-feed-family/823215.html
"Illegal mining made it worse, say villagers",27 Aug 2019 | 6:55 AM,"JALANDHAR: Three days after a deluge hit the area, a 15-member delegation from Rame and Bamniyan villages in Lohian went to the Shahkot police station to complain about tippers and trailers picking up sand illegally from the bundh that protects their villages against Sutlej waters.",/news/punjab/illegal-mining-made-it-worse-say-villagers/823212.html
"Rs 2,000-aid rumours fuel rush at Suwidha centres",26 Aug 2019 | 6:55 AM,GURDASPUR: Suwidha centres across Punjab are witnessing an unprecedented rush of women following rumours that unorganised domestic workers will get a monthly grant from the Punjab Government if they get themselves registered under the Unorganised Workers’ Social Security Act.,/news/punjab/rs-2-000-aid-rumours-fuel-rush-at-suwidha-centres/822796.html
Locals battle skin ailments,26 Aug 2019 | 6:55 AM,"LUDHIANA: In recent days, there has been a rise in skin infections and other ailments in the flood-affected villages of the district.",/news/punjab/locals-battle-skin-ailments/822793.html
"Inflow from Pak still on; Army, NDRF on alert",26 Aug 2019 | 6:55 AM,"FEROZEPUR: Over 17 villages, situated between the right bank of overflowing Sutlej and Indo-Pakistan border, continue to remain at risk of getting flooded following a part of the embankment along Tendiwala village got severely damaged due to the strong current of water coming from Kasur (Pakistan).",/news/punjab/inflow-from-pak-still-on-army-ndrf-on-alert/822775.html
Capt Amarinder seeks joint action plan with Army to strengthen Tendiwala embankment,25 Aug 2019 | 4:38 PM,CHANDIGARH: Punjab Chief Minister Captain Amarinder Singh on Sunday asked the Water Resources Department to work out a joint action plan with the army authorities to strengthen the embankment at Tendiwala village in Ferozepur district on the Indo-Pak border.,/news/punjab/capt-amarinder-seeks-joint-action-plan-with-army-to-strengthen-tendiwala-embankment/822677.html
Pak releases more water; flood threat looms in Punjab's Ferozepur,25 Aug 2019 | 3:58 PM,CHANDIGARH: A few villages in Punjab''s border district Ferozepur are facing a flood threat after a major portion of an embankment in the catchment area of the Sutlej river was washed away following the Pakistan''s release of water into the Indian territory.,/news/punjab/pak-releases-more-water-flood-threat-looms-in-punjab-s-ferozepur/822675.html
Bittu finally visits flooded villages across Ludhiana,25 Aug 2019 | 6:41 AM,LUDHIANA: Ludhiana MP Ravneet Singh Bittu finally visited the flood-affected areas of the district on Saturday and reviewed the ongoing relief works.,/news/punjab/bittu-finally-visits-flooded-villages-across-ludhiana/822273.html
Five ministers take stock of relief work,25 Aug 2019 | 6:41 AM,"CHANDIGARH: In the wake of flood fury in various districts of Doaba and Malwa, five Punjab ministers as well as the Vidhan Sabha Speaker visited the affected areas on Saturday, said a government spokesman.",/news/punjab/five-ministers-take-stock-of-relief-work/822272.html
"Amid deluge, Jalandhar welcomes ‘flood babies’",25 Aug 2019 | 6:40 AM,"JALANDHAR: Geeta Rani was in full term and could deliver any time. Tense, her husband Swaran Singh saw the water level rising at Nasirpur village in Lohian and decided to take his wife to his relatives in a nearby village.",/news/punjab/amid-deluge-jalandhar-welcomes-flood-babies/822267.html
"To plug breach, neighbours flood Shahkot",24 Aug 2019 | 6:58 AM,"CHAK WADALA/JANIAN CHAHAL (LOHIAN): With no let-up in 21 Shahkot villages after floods, MLA Hardev Singh Laddi has issued instructions to get in sandbags to fix the bundh breach in Janian Chahal village — the widest and most sensitive breach in Jalandhar district.",/news/punjab/to-plug-breach-neighbours-flood-shahkot/821758.html
Relief camps flooded,23 Aug 2019 | 7:14 AM,Kapurthala: The Kapurthala administration plans to shut all relief camps after several were flooded.,/news/punjab/relief-camps-flooded/821455.html
"2,500 in 38 camps; enough food but no facilities",23 Aug 2019 | 7:05 AM,"SARDARWALA/MUNDI CHOHLIAN: With over 38 camps in Jalandhar and Kapurthala districts sheltering nearly 2,500 persons, the camps which have one doctor on an average face lack of tarpaulins and mattresses with displaced people sleeping on floors — in classrooms or in open — at night.",/news/punjab/2-500-in-38-camps-enough-food-but-no-facilities/821304.html
‘Flood relief govt priority’,23 Aug 2019 | 7:05 AM,"GIDDERPINDI/SULTANPUR LODHI: During his meetings to listen to the grievances of the flood-affected farmers at Gidderpindi village of Jalandhar and Sarupwal village of Sultanpur Lodhi, Chief Minister Captain Amarinder Singh said: “We will stop every project for the time being.",/news/punjab/-flood-relief-govt-priority/821303.html
"Cemeteries flooded, villagers cremate body along highway",23 Aug 2019 | 7:05 AM,GIDDERPINDI: Such has become the plight of flood-hit villages that they are being forced to cremate the dead along a highway as all cemeteries in villages have been inundated.,/news/punjab/cemeteries-flooded-villagers-cremate-body-along-highway/821302.html
Toxins from Pak tanneries add to border areas’ woes,23 Aug 2019 | 7:05 AM,"FEROZEPUR: Already suffering due to floods, villagers in Hussainiwala enclave along the India-Pakistan border have another reason to worry about.",/news/punjab/toxins-from-pak-tanneries-add-to-border-areas-woes/821301.html
"Water continues to rise, so do fears",22 Aug 2019 | 6:45 AM,"JANIAN CHAHAL (JALANDHAR): Marooned in their houses by the swollen Sutlej, affected families at Janian Chahal, Chak Wadala and Gatti Peer Baksh villages in the district spent their fourth sleepless night stranded on rooftops.",/news/punjab/water-continues-to-rise-so-do-fears/820859.html
"2 new breaches worsen situation in Jalandhar, Kapurthala",22 Aug 2019 | 6:59 AM,"FATEHPUR/JANIAN/JANIAN CHAHAL: With two fresh breaches at Mandala Channa village, Lohian, in Jalandhar and Indessar village in Kapurthala, the flood crisis in the districts has been aggravated.",/news/punjab/2-new-breaches-worsen-situation-in-jalandhar-kapurthala/820673.html
"Farmers stare at losses, govt empty coffers",22 Aug 2019 | 6:59 AM,"CHANDIGARH: Even as the state remained on the edge, with almost 75,000 cusecs water being released by the BBMB, the government is grappling with the issue of compensating farmers, who have suffered losses worth crores.",/news/punjab/farmers-stare-at-losses-govt-empty-coffers/820671.html
Army helicopters provide food packets in flood-hit areas of Jalandhar,21 Aug 2019 | 12:23 PM,LOHIAN: Helicopters of the Army were pressed into service on Wednesday to provide packets in flood-hit villages of Punjab''s Jalandhar district as they remain inundated because of breaches in the earthen embankments of the Sutlej river.,/news/punjab/army-helicopters-provide-food-packets-in-flood-hit-areas-of-jalandhar/820609.html
"Rainfall subsides, rivers still swollen",21 Aug 2019 | 6:51 AM,"JALANDHAR: With three more breaches reported — two in Kapurthala at Tibbi (Gidderpindi) and Sarwal villages and one in Mandala, Jalandhar — the Sutlej breaches have escalated to a point where thousands of villagers are forced to spend nights on rooftops.",/news/punjab/rainfall-subsides-rivers-still-swollen/820229.html
Flooded Ropar villages left high and dry,21 Aug 2019 | 6:51 AM,"ROPAR: Two days after floods played havoc across the district, the water has receded in a majority of areas while over a dozen villages are still inundated. This, however, has brought new challenges for people as well as the district administration.",/news/punjab/flooded-ropar-villages-left-high-and-dry/820215.html
Residents on edge,21 Aug 2019 | 6:51 AM,"GIDDERPINDI (JALANDHAR): Flooded due to the swollen Sutlej, villages in Jalandhar and Kapurthala are still grappling with monsoon fury. Besides the villages where breaches took place — Mandala and Janian Chahar villages in Shahkot subdivision of Jalandhar and Sarupwal village of Kapurthala — around",/news/punjab/residents-on-edge/820209.html
"Displaced, Ferozepur residents demand permanent solution",21 Aug 2019 | 6:51 AM,FEROZEPUR: Uncertainty and unrest prevailed amid in several villages situated along the Sutlej in this border district as the overflowing river continued to pose a threat to human life and property.,/news/punjab/displaced-ferozepur-residents-demand-permanent-solution/820167.html
"One month on, Muktsar village still swamped",21 Aug 2019 | 6:51 AM,"UDEKARAN (MUKTSAR): Over a month after the rain, which brought miseries to residents of Udekaran village on the outskirts of Muktsar town, nearly 45 families are yet to return to their houses.",/news/punjab/one-month-on-muktsar-village-still-swamped/820165.html
Standing crops hit; farmers seek damages,20 Aug 2019 | 6:59 AM,LUDHIANA:Incessant rains in the last few days have thrown life out of gear in the region.,/news/punjab/standing-crops-hit-farmers-seek-damages/819846.html
"Punjab on edge, rivers in spate",20 Aug 2019 | 6:55 AM,"CHANDIGARH:As Punjab struggled to brace the onslaught of water from the swollen Sutlej and its tributaries, breaching river protection at several places and inundating hundreds of acres of agricultural land, the state government today declared the flood situation a natural calamity.",/news/punjab/punjab-on-edge-rivers-in-spate/819828.html
Over 60 Jalandhar villages inundated,20 Aug 2019 | 6:59 AM,MIANWAL/MAO SAHIB (PHILLAUR):Over 60 villages in Jalandhar and its periphery were flooded after breaches in the Beas and Sutlej today and thousands of acres of paddy fields were submerged after water released from the Ropar headworks made its way to the area.,/news/punjab/over-60-jalandhar-villages-inundated/819821.html
70-ft breach in Sutlej adds to misery; rescue ops on,20 Aug 2019 | 6:59 AM,BHOLEWAL QADIM (LUDHIANA):A 70-ft-long breach in the Dhussi bundh of the Sutlej at Bholewal Qadim village of Ludhiana district flooded nearby areas in the wee hours of Monday.,/news/punjab/70-ft-breach-in-sutlej-adds-to-misery-rescue-ops-on/819818.html
Ropar DC gives his number to distressed elderly woman in flood-affected area,19 Aug 2019 | 5:16 PM,"CHANDIGARH: In flood-affected Ropar, Deputy Commissioner Sumeet Jarangal went beyond the call of duty as he gave a distressed elderly woman—whose ‘kuccha’ house was washed by water—his contact number.",/news/punjab/ropar-dc-gives-his-number-to-distressed-elderly-woman-in-flood-affected-area/819784.html
"Flooding in several areas of Punjab, CM orders girdawari in Ropar",19 Aug 2019 | 9:41 AM,"JALANDHAR: There was a flood-like situation as a major breach was reported in the Dhussi bundh at four places in Bholewal, Meowal and two other places near Phillaur.",/news/punjab/flooding-in-several-areas-of-punjab-cm-orders-girdawari-in-ropar/819731.html
"Most rivers in spate, evacuation begins in 35 Ropar villages",19 Aug 2019 | 6:38 AM,"ROPAR: Following heavy rains in the region, dozens of villages in the district are flooded.",/news/punjab/most-rivers-in-spate-evacuation-begins-in-35-ropar-villages/819440.html
"Rain wreaks havoc, 4 die in roof collapse",19 Aug 2019 | 6:38 AM,KHANNA: Four persons were killed in two separate rain-related incidents in Khanna.,/news/punjab/rain-wreaks-havoc-4-die-in-roof-collapse/819437.html
"Budhki, Sarsa rivers in spate; admn orders evacuation of dozens of villages",18 Aug 2019 | 1:24 PM,"ROPAR: Following heavy rain in the state and neighbouring Himachal Pradesh, all the rivers and khuds in the district are in spate, inundating dozens of villages.",/news/punjab/budhki-sarsa-rivers-in-spate-admn-orders-evacuation-of-dozens-of-villages/819303.html
"Flood threat rises in Punjab, Haryana; authorities go into huddle",19 Aug 2019 | 6:51 AM,CHANDIGARH/ROPAR: Several places in Punjab and Haryana reported floods on Sunday after continuous rain battered the region. Three members of a family were killed when the roof of their house collapsed following heavy rain in Aol village near Khanna town.,/news/punjab/flood-threat-rises-in-punjab-haryana-authorities-go-into-huddle/819286.html
Flood alert as Sutlej water enters villages,18 Aug 2019 | 6:56 AM,"ANANDPUR SAHIB: A day after floodgates of Bhakra Dam were opened due to increase in the water level in the reservoir and forecast of downpour in the catchment area, the Sutlej water flooded fields of nearly a dozen villages.",/news/punjab/flood-alert-as-sutlej-water-enters-villages/819020.html
"Sutlej in spate, damages crops on 1,000 acres in Moga",12 Aug 2019 | 7:03 AM,"MOGA: The water level has once again risen in the Sutlej, inundating the standing paddy crop and fodder in many villages and settlements located in Dharamkot subdivision of Moga district during the past 24 hours.",/news/punjab/sutlej-in-spate-damages-crops-on-1-000-acres-in-moga/816574.html
Heavy downpour for 2 hours leaves Jalandhar city inundated,09 Aug 2019 | 6:50 PM,JALANDHAR: Heavy downpour which lasted for only about two hours in the morning made life of Jalandhar residents difficult.,/news/punjab/heavy-downpour-for-2-hours-leaves-jalandhar-city-inundated/815498.html
"3 weeks on, fields still inundated in Muktsar",09 Aug 2019 | 7:03 AM,"MUKTSAR: It has been nearly three weeks after rainwater inundated fields, government offices and residential areas in the district, the water is yet to be drained out.",/news/punjab/3-weeks-on-fields-still-inundated-in-muktsar/814993.html
"Pool resources, why wait?",05 Aug 2019 | 7:07 AM,"Chandigarh: When the government fails to deliver services, people have to come ahead with their own limited resources to uplift their lot.",/news/punjab/pool-resources-why-wait/813063.html
Sutlej tributary floods dozen Ropar villages,03 Aug 2019 | 6:56 AM,"ANANDPUR SAHIB: Fields in nearly a dozen villages near the town were flooded when the water level in the Swan river, a tributary of the Sutlej, rose sharply due to heavy rains in the region on Friday.",/news/punjab/sutlej-tributary-floods-dozen-ropar-villages/812093.html
Rain leaves trail of destruction in Muktsar,03 Aug 2019 | 6:56 AM,MUKTSAR: High-intensity winds followed by heavy rain caused massive destruction in Gidderbaha subdivision of the district on Thursday night.,/news/punjab/rain-leaves-trail-of-destruction-in-muktsar/812092.html
"Abohar areas flooded, BJP slams administration",28 Jul 2019 | 6:41 AM,ABOHAR: Local residents today claimed that no sincere efforts have been made by the Punjab Water Supply and Sewerage Board and the local Municipal Council to pump out dirty water from their colonies for the past seven days.,/news/punjab/abohar-areas-flooded-bjp-slams-administration/808843.html
"Decide representation or pay Rs 50K, rules HC",26 Jul 2019 | 6:50 AM,CHANDIGARH: The Punjab and Haryana High Court has come out with a unique way of ensuring the compliance of its order on deciding representations.,/news/punjab/decide-representation-or-pay-rs-50k-rules-hc/807726.html
Will take up Ghaggar issue with Centre: CM,24 Jul 2019 | 6:58 AM,"SANGRUR: Blaming the Akalis for the control of seasonal rivulet Ghaggar going to the Central Water Commission (CWC), Chief Minister Captain Amarinder Singh today said he would meet Union ministers and officials to press for strengthening of the embankments of the river.",/news/punjab/will-take-up-ghaggar-issue-with-centre-cm/806748.html
"Crops over 21K acres hit, govt steps up relief ops",23 Jul 2019 | 6:55 AM,"SANGRUR: Days after a breach in the Ghaggar flooded many villages in the district, the authorities could only manage to plug three-fourths of the 100 ft breach.",/news/punjab/crops-over-21k-acres-hit-govt-steps-up-relief-ops/806121.html
Govt blames Haryana as it struggles to tame Ghaggar,22 Jul 2019 | 6:59 AM,CHANDIGARH: The state government has blamed Haryana for the damage caused in Patiala and Sangrur districts due to the overflowing Ghaggar.,/news/punjab/govt-blames-haryana-as-it-struggles-to-tame-ghaggar/805535.html
"Over 22,000 acres flooded in Muktsar",21 Jul 2019 | 6:46 AM,"MUKTSAR: A large number of farmers, belonging to 58 villages of Muktsar district, would be unable to reap any crop this season as rainwater has inundated fields in 22,862 acres.",/news/punjab/over-22-000-acres-flooded-in-muktsar/805106.html
Ghaggar breach destroys paddy,20 Jul 2019 | 6:57 AM,"SANGRUR:Efforts of the National Disaster Response Force (NDRF), Army and locals notwithstanding, only part of the Ghaggar breach — stretching 15 feet — near Phullad village in Sangrur has been plugged.",/news/punjab/ghaggar-breach-destroys-paddy/804677.html
Fields flooded following 40-ft breach in Ghaggar in Sangrur district,18 Jul 2019 | 12:42 PM,"SANGRUR: A 40-ft breach in Ghaggar, near Phulad village, on Thursday flooded the paddy fields of Phullad, Moonak and other surrounding villages.",/news/punjab/fields-flooded-following-40-ft-breach-in-ghaggar-in-sangrur-district/803966.html
Deluge throws life out of gear in Bathinda,18 Jul 2019 | 6:55 AM,"BATHINDA: It’s a double whammy for city residents as many roads and localities remained submerged in water for the second consecutive day, while some areas have not received power from the last more than 37 hours.",/news/punjab/deluge-throws-life-out-of-gear-in-bathinda/803585.html
From deficit to 10% surplus rain in Punjab,17 Jul 2019 | 6:56 AM,"CHANDIGARH:Following widespread rains in the region over the past couple of days, the monsoon deficit in Punjab has been covered up, though the neighbouring states of Haryana and Himachal Pradesh continue to face a serious shortfall.",/news/punjab/from-deficit-to-10-surplus-rain-in-punjab/803143.html
Fields in Moga flooded as Sutlej swells,17 Jul 2019 | 7:05 AM,SANGHERA (MOGA): Hundreds of acres of standing paddy crop and green fodder have been submerged in water in many villages/settlements located inside the dhusi bundh of the Sutlej in Dharamkot subdivision of the district as the water level in the river has increased due to moderate and heavy rainfall,/news/punjab/fields-in-moga-flooded-as-sutlej-swells/803033.html
Record rainfall drowns Bathinda,17 Jul 2019 | 7:05 AM,"BATHINDA: The city today got flooded after it received record 178 mm rain, which poured continuously for six hours.",/news/punjab/record-rainfall-drowns-bathinda/803032.html
Ghaggar crosses danger mark in Patiala; flood-like situation in Bathinda,16 Jul 2019 | 9:33 AM,BATHINDA/PATIALA: Incessant rainfall throughout the night on Tuesday flooded adjoining areas of Ghaggar river in Patiala.,/news/punjab/ghaggar-crosses-danger-mark-in-patiala-flood-like-situation-in-bathinda/802957.html
